UID,Country,City,Aridity_Index
Salem.1,USA,Salem,8991
Salem.2,USA,Salem,9065
Salem.3,USA,Salem,8897
Salem.4,USA,Salem,9022
Salem.5,USA,Salem,9075
Salem.6,USA,Salem,9066
Salem.7,USA,Salem,9066
Salem.8,USA,Salem,8994
Salem.9,USA,Salem,9024
Salem.10,USA,Salem,9025
Salem.11,USA,Salem,9025
Salem.12,USA,Salem,8984
Salem.13,USA,Salem,9034
Salem.14,USA,Salem,8938
Salem.15,USA,Salem,8938
Salem.16,USA,Salem,8781
Salem.17,USA,Salem,8781
Salem.18,USA,Salem,8781
Salem.19,USA,Salem,8749
Salem.20,USA,Salem,8749
Salem.21,USA,Salem,8819
Salem.22,USA,Salem,8709
Salem.23,USA,Salem,8726
Salem.24,USA,Salem,8709
Salem.25,USA,Salem,8703
Salem.26,USA,Salem,8677
Salem.27,USA,Salem,8689
Salem.28,USA,Salem,8663
Salem.29,USA,Salem,8641
Salem.30,USA,Salem,8641
Salem.31,USA,Salem,8665
Salem.32,USA,Salem,8732
Salem.33,USA,Salem,8809
Salem.34,USA,Salem,8792
Salem.35,USA,Salem,8880
Salem.36,USA,Salem,8842
Salem.37,USA,Salem,8842
Salem.38,USA,Salem,8809
Salem.39,USA,Salem,8964
Salem.40,USA,Salem,8721
