UID,Country,City,Aridity_Index
Rochester.1,USA,Rochester,7509
Rochester.2,USA,Rochester,7509
Rochester.3,USA,Rochester,7499
Rochester.4,USA,Rochester,7499
Rochester.5,USA,Rochester,7499
Rochester.6,USA,Rochester,7493
Rochester.7,USA,Rochester,7498
Rochester.8,USA,Rochester,7498
Rochester.9,USA,Rochester,7553
Rochester.10,USA,Rochester,7553
Rochester.11,USA,Rochester,7543
Rochester.12,USA,Rochester,7568
Rochester.13,USA,Rochester,7568
Rochester.14,USA,Rochester,7611
Rochester.15,USA,Rochester,7611
Rochester.16,USA,Rochester,7626
Rochester.17,USA,Rochester,7642
Rochester.18,USA,Rochester,7642
Rochester.19,USA,Rochester,7661
Rochester.20,USA,Rochester,7704
Rochester.21,USA,Rochester,7704
Rochester.22,USA,Rochester,7723
Rochester.23,USA,Rochester,7745
Rochester.24,USA,Rochester,7774
Rochester.25,USA,Rochester,7774
Rochester.26,USA,Rochester,7785
Rochester.27,USA,Rochester,7785
Rochester.28,USA,Rochester,7749
Rochester.29,USA,Rochester,7749
Rochester.30,USA,Rochester,7749
Rochester.31,USA,Rochester,7772
Rochester.32,USA,Rochester,7792
Rochester.33,USA,Rochester,7792
Rochester.34,USA,Rochester,7796
Rochester.35,USA,Rochester,7790
Rochester.36,USA,Rochester,7790
Rochester.37,USA,Rochester,7794
Rochester.38,USA,Rochester,7816
Rochester.39,USA,Rochester,7799
Rochester.40,USA,Rochester,7812
Rochester.41,USA,Rochester,7840
