UID,Country,City,Distance
Madison.1,USA,Madison,15.784207808522114
Madison.2,USA,Madison,14.461419551720223
Madison.3,USA,Madison,13.837211548676
Madison.4,USA,Madison,14.00530343575711
Madison.5,USA,Madison,14.938974428991667
Madison.6,USA,Madison,14.36731277860577
Madison.7,USA,Madison,12.004508575371077
Madison.8,USA,Madison,10.204226995123403
Madison.9,USA,Madison,9.299126480926299
Madison.10,USA,Madison,9.547289906906254
Madison.11,USA,Madison,10.870014775862304
Madison.12,USA,Madison,12.941915501611529
Madison.13,USA,Madison,15.464753463010254
Madison.14,USA,Madison,15.080501935452185
Madison.15,USA,Madison,11.951440724956662
Madison.16,USA,Madison,8.975908646159446
Madison.17,USA,Madison,6.372719619768695
Madison.18,USA,Madison,4.792786550795383
Madison.19,USA,Madison,5.257821121161875
Madison.20,USA,Madison,7.3914270813343155
Madison.21,USA,Madison,10.19491689766361
Madison.22,USA,Madison,13.249682257724139
Madison.23,USA,Madison,14.327422546319859
Madison.24,USA,Madison,10.988483416198868
Madison.25,USA,Madison,7.649721618398397
Madison.26,USA,Madison,4.311550862028607
Madison.27,USA,Madison,0.9800343438078878
Madison.28,USA,Madison,5.709796076575289
Madison.29,USA,Madison,9.048318690280732
Madison.30,USA,Madison,12.387175722253005
Madison.31,USA,Madison,15.726153627059947
Madison.32,USA,Madison,14.987393852577696
Madison.33,USA,Madison,11.83849943222996
Madison.34,USA,Madison,8.829667929865105
Madison.35,USA,Madison,5.011117078304356
Madison.36,USA,Madison,7.215528200414664
Madison.37,USA,Madison,10.064854382144079
Madison.38,USA,Madison,13.14623984918536
Madison.39,USA,Madison,14.17913021892443
Madison.40,USA,Madison,11.78567843058777
Madison.41,USA,Madison,9.951216444385953
Madison.42,USA,Madison,9.023370837155191
Madison.43,USA,Madison,9.278241099794009
Madison.44,USA,Madison,10.631101426026179
Madison.45,USA,Madison,12.736753656083154
Madison.46,USA,Madison,15.287232405902246
Madison.47,USA,Madison,15.535014555233083
Madison.48,USA,Madison,14.194640603889152
Madison.49,USA,Madison,13.560755936463668
Madison.50,USA,Madison,13.731552007229212
Madison.51,USA,Madison,14.67896718554705
