UID,Country,City,Distance
Toluca.1,Mexico,Toluca,27.00012675392572
Toluca.2,Mexico,Toluca,23.89597155610862
Toluca.3,Mexico,Toluca,26.0907250106704
Toluca.4,Mexico,Toluca,26.855057665087468
Toluca.5,Mexico,Toluca,17.198529217769178
Toluca.6,Mexico,Toluca,11.743289832077705
Toluca.7,Mexico,Toluca,15.733420856848605
Toluca.8,Mexico,Toluca,24.993927076655872
Toluca.9,Mexico,Toluca,24.170592236965742
Toluca.10,Mexico,Toluca,12.6133393409857
Toluca.11,Mexico,Toluca,1.1476069680828511
Toluca.12,Mexico,Toluca,10.529938738885436
Toluca.13,Mexico,Toluca,22.085835042312265
Toluca.14,Mexico,Toluca,27.272237266372958
Toluca.15,Mexico,Toluca,17.858843265589908
Toluca.16,Mexico,Toluca,12.69899860114703
Toluca.17,Mexico,Toluca,16.45459927717708
Toluca.18,Mexico,Toluca,25.44417525063258
Toluca.19,Mexico,Toluca,27.844676484613235
Toluca.20,Mexico,Toluca,24.85474377596019
Toluca.21,Mexico,Toluca,26.96616315613324
