UID,Country,City,Aridity_Index
Fredericton.1,Canada,Fredericton,12792
Fredericton.2,Canada,Fredericton,12908
Fredericton.3,Canada,Fredericton,12977
Fredericton.4,Canada,Fredericton,13029
Fredericton.5,Canada,Fredericton,12772
Fredericton.6,Canada,Fredericton,12842
Fredericton.7,Canada,Fredericton,12727
Fredericton.8,Canada,Fredericton,12640
Fredericton.9,Canada,Fredericton,12672
Fredericton.10,Canada,Fredericton,12752
Fredericton.11,Canada,Fredericton,13008
Fredericton.12,Canada,Fredericton,12536
Fredericton.13,Canada,Fredericton,12614
Fredericton.14,Canada,Fredericton,12678
Fredericton.15,Canada,Fredericton,12836
Fredericton.16,Canada,Fredericton,12473
Fredericton.17,Canada,Fredericton,12539
Fredericton.18,Canada,Fredericton,12848
Fredericton.19,Canada,Fredericton,13045
Fredericton.20,Canada,Fredericton,12409
Fredericton.21,Canada,Fredericton,12667
Fredericton.22,Canada,Fredericton,12468
Fredericton.23,Canada,Fredericton,12555
Fredericton.24,Canada,Fredericton,12676
Fredericton.25,Canada,Fredericton,12650
Fredericton.26,Canada,Fredericton,12846
Fredericton.27,Canada,Fredericton,13145
Fredericton.28,Canada,Fredericton,12982
Fredericton.29,Canada,Fredericton,12906
Fredericton.30,Canada,Fredericton,13110
Fredericton.31,Canada,Fredericton,13226
Fredericton.32,Canada,Fredericton,13303
Fredericton.33,Canada,Fredericton,13309
Fredericton.34,Canada,Fredericton,13472
Fredericton.35,Canada,Fredericton,13188
Fredericton.36,Canada,Fredericton,13238
Fredericton.37,Canada,Fredericton,13354
Fredericton.38,Canada,Fredericton,13116
