Country,City,Random_Point_Latitude,Random_Point_Longitude
USA,New_Haven,41.274148825742195,-73.01667886679276
USA,New_Haven,41.34868196978071,-72.85965223689462
USA,New_Haven,41.239234824067864,-72.79197257814668
USA,New_Haven,41.38715348069407,-72.95531189913262
USA,New_Haven,41.15753533433765,-72.94868231593034
USA,New_Haven,41.255657180294726,-72.83425468197932
USA,New_Haven,41.3686281160128,-72.8150912425269
USA,New_Haven,41.20861978197802,-73.01213119549764
USA,New_Haven,41.30415046066075,-72.84400238096399
USA,New_Haven,41.2979810838351,-72.9442201957251
USA,New_Haven,41.352618798580664,-72.79878995766548
USA,New_Haven,41.33605336047709,-73.07632206052926
USA,New_Haven,41.199099256334144,-73.03396956966584
USA,New_Haven,41.34969423373788,-72.77512527510453
USA,New_Haven,41.254880204418996,-72.98005240306757
USA,New_Haven,41.301808726483415,-72.85688634362408
USA,New_Haven,41.327028689818086,-72.72879933825767
USA,New_Haven,41.3138720857638,-73.04075736658785
USA,New_Haven,41.31985898517,-72.78459052479303
USA,New_Haven,41.19096554390092,-73.05409656620051
USA,New_Haven,41.35481151615708,-72.93155104004701
USA,New_Haven,41.23408118957775,-72.74442399095679
USA,New_Haven,41.24945968192982,-73.0392451443279
USA,New_Haven,41.18194435935789,-72.91561371882733
USA,New_Haven,41.293415399007934,-72.80328427255446
USA,New_Haven,41.45176081526973,-72.89784517040454
USA,New_Haven,41.456515149600186,-73.00037035196712
USA,New_Haven,41.2532441198234,-73.11836880763268
USA,New_Haven,41.29716942454539,-72.71969927939915
USA,New_Haven,41.38392124571084,-72.80092778913028
USA,New_Haven,41.425224111188264,-73.03917646097152
USA,New_Haven,41.329737997233494,-73.0191408687097
USA,New_Haven,41.356982130323594,-72.92083123861941
USA,New_Haven,41.216306143007806,-72.8889439038095
USA,New_Haven,41.35163990936052,-72.84300078816611
USA,New_Haven,41.18998512559337,-72.81294679876676
USA,New_Haven,41.18627852173393,-72.8843157265671
USA,New_Haven,41.32777842322589,-72.9876178432793
USA,New_Haven,41.36842748965126,-72.87141959516912
USA,New_Haven,41.20873793101834,-72.9877084251487
USA,New_Haven,41.277238537824,-72.72264771262299
USA,New_Haven,41.36895599757924,-72.8111086530812
USA,New_Haven,41.251778284183935,-72.96857937595713
USA,New_Haven,41.18858098391284,-72.87156481131115
USA,New_Haven,41.45887523912264,-72.91771374006092
USA,New_Haven,41.45389531724882,-72.98359748882743
USA,New_Haven,41.346001178302295,-73.13031359590421
USA,New_Haven,41.36982611477433,-72.97125900878072
USA,New_Haven,41.24797669635766,-73.10980221422467
USA,New_Haven,41.22000930215238,-73.03674383165561
USA,New_Haven,41.37139312619797,-72.86725530826638
USA,New_Haven,41.16143604422552,-72.85939654970325
USA,New_Haven,41.25482007495553,-72.7706913816845
USA,New_Haven,41.28365775178594,-72.7699856569387
USA,New_Haven,41.2202691334653,-73.00307875908524
USA,New_Haven,41.417324220107965,-72.89127667268627
USA,New_Haven,41.312643782653346,-72.84092494291413
USA,New_Haven,41.24771739499657,-72.82246574037826
USA,New_Haven,41.30165684699574,-72.99514662488187
USA,New_Haven,41.17600185481673,-72.91532502258654
USA,New_Haven,41.23859728710332,-72.8927651676572
USA,New_Haven,41.34382811211931,-73.10858600655904
USA,New_Haven,41.3026471307292,-73.0520546480262
