Country,City,Random_Point_Latitude,Random_Point_Longitude
New Zealand,Palmerston_North,-40.37078466811747,175.52999259799373
New Zealand,Palmerston_North,-40.40929123869983,175.59875059209486
New Zealand,Palmerston_North,-40.3703767398048,175.6219247868596
New Zealand,Palmerston_North,-40.42023577828238,175.6076906550099
New Zealand,Palmerston_North,-40.30827394720869,175.66023308953064
New Zealand,Palmerston_North,-40.3958104783339,175.58655923046624
New Zealand,Palmerston_North,-40.39235585280187,175.57546102285818
New Zealand,Palmerston_North,-40.402818249502516,175.55048038572147
New Zealand,Palmerston_North,-40.306768286539175,175.5537902033525
New Zealand,Palmerston_North,-40.36884607710477,175.6498168587056
New Zealand,Palmerston_North,-40.30135804953798,175.57597558139142
New Zealand,Palmerston_North,-40.3917848892199,175.5464795006603
New Zealand,Palmerston_North,-40.343038885692074,175.6136813920203
New Zealand,Palmerston_North,-40.36380817396439,175.68746124944096
New Zealand,Palmerston_North,-40.377310358851545,175.55369401169753
New Zealand,Palmerston_North,-40.33489346221447,175.5946061056104
New Zealand,Palmerston_North,-40.37725726425595,175.62102841719388
New Zealand,Palmerston_North,-40.33520433130862,175.58157493786453
New Zealand,Palmerston_North,-40.385384051380896,175.649980069892
New Zealand,Palmerston_North,-40.339336378028634,175.53795084361832
New Zealand,Palmerston_North,-40.31880466023382,175.5675365259353
New Zealand,Palmerston_North,-40.33393564994376,175.6033258267601
New Zealand,Palmerston_North,-40.32979885192026,175.6563886704373
New Zealand,Palmerston_North,-40.3920666411246,175.54918128997892
New Zealand,Palmerston_North,-40.33473637975866,175.61579163725628
New Zealand,Palmerston_North,-40.38868230987699,175.54805888130426
New Zealand,Palmerston_North,-40.40864642570008,175.6509662350853
New Zealand,Palmerston_North,-40.400159230715666,175.58575167399363
New Zealand,Palmerston_North,-40.38231074138947,175.58015795967046
New Zealand,Palmerston_North,-40.33700288747411,175.6901668705768
New Zealand,Palmerston_North,-40.375293715343645,175.69329316112515
New Zealand,Palmerston_North,-40.33290062800054,175.660575217317
New Zealand,Palmerston_North,-40.388605059218634,175.59069637189725
New Zealand,Palmerston_North,-40.31334457240366,175.63592289307255
New Zealand,Palmerston_North,-40.30987890037026,175.57240092690915
New Zealand,Palmerston_North,-40.38179824003222,175.6582136536826
New Zealand,Palmerston_North,-40.41728698489832,175.64009286361008
New Zealand,Palmerston_North,-40.30130141271549,175.61280429305245
New Zealand,Palmerston_North,-40.36354587604075,175.61076284560048
New Zealand,Palmerston_North,-40.33585329566602,175.5358602611734
