Country,City,Random_Point_Latitude,Random_Point_Longitude
USA,Sacramento,38.63200633415443,-121.40912938625722
USA,Sacramento,38.584069627462895,-121.51220727627664
USA,Sacramento,38.53218730516013,-121.37580396837194
USA,Sacramento,38.61987192890445,-121.38878490205147
USA,Sacramento,38.614991636077605,-121.44035977929887
USA,Sacramento,38.53200816988502,-121.54380328714434
USA,Sacramento,38.615210257688766,-121.40789552566454
USA,Sacramento,38.66027385753245,-121.60362429435293
USA,Sacramento,38.63478001967567,-121.49092115006596
USA,Sacramento,38.59776333450711,-121.58195078140238
USA,Sacramento,38.63701841027417,-121.64082185990726
USA,Sacramento,38.452753382348554,-121.51232514886327
USA,Sacramento,38.52872715789,-121.62205327473033
USA,Sacramento,38.53130291588098,-121.34464138635158
USA,Sacramento,38.54476548583643,-121.46208260532104
USA,Sacramento,38.517014289851126,-121.49358511874469
USA,Sacramento,38.610844962985695,-121.57045617993262
USA,Sacramento,38.5404449969375,-121.51589940921619
USA,Sacramento,38.52741449913072,-121.4421285944892
USA,Sacramento,38.64934738531903,-121.41240763709872
USA,Sacramento,38.632393847028226,-121.60714362436201
USA,Sacramento,38.624441086818344,-121.35408397609721
USA,Sacramento,38.580646108028986,-121.5303837286785
USA,Sacramento,38.68231746792471,-121.54468002828003
USA,Sacramento,38.53425103089833,-121.64244848379748
USA,Sacramento,38.67029744724052,-121.42096732892489
USA,Sacramento,38.63213628780104,-121.34289879916935
USA,Sacramento,38.544919445800424,-121.42681484185673
USA,Sacramento,38.60161738962109,-121.47557786413105
USA,Sacramento,38.627263498189826,-121.3597051450026
USA,Sacramento,38.61232201284789,-121.36300363270105
USA,Sacramento,38.662243837971694,-121.45999228564546
USA,Sacramento,38.51492656349326,-121.51069389694547
USA,Sacramento,38.628200635873235,-121.34709579568224
USA,Sacramento,38.60368703644607,-121.57824976951075
USA,Sacramento,38.50063311097084,-121.46335087677953
USA,Sacramento,38.47139162043895,-121.521077625444
USA,Sacramento,38.50658019963105,-121.47906793212593
USA,Sacramento,38.66447835326675,-121.4701017161576
USA,Sacramento,38.675522399475405,-121.50662078077895
USA,Sacramento,38.62685885640245,-121.55641586375826
