Country,City,Random_Point_Latitude,Random_Point_Longitude
Canada,Fredericton,45.963469592157516,-66.61869291799619
Canada,Fredericton,45.94163918713633,-66.75104088786165
Canada,Fredericton,45.9041611500984,-66.629733982074
Canada,Fredericton,45.96115234778661,-66.53541317290883
Canada,Fredericton,45.93975971415548,-66.76741407656237
Canada,Fredericton,46.02643549463404,-66.69201580354155
Canada,Fredericton,45.96002885473677,-66.71494855771226
Canada,Fredericton,45.93618519702332,-66.62589044605699
Canada,Fredericton,45.92245236407947,-66.53047484556255
Canada,Fredericton,45.860791867540804,-66.66483048787335
Canada,Fredericton,46.00816822899748,-66.75261323898827
Canada,Fredericton,46.01659671193763,-66.76500411837334
Canada,Fredericton,46.00437857845455,-66.69483749840568
Canada,Fredericton,45.89811135571796,-66.60936362076934
Canada,Fredericton,45.96693420926285,-66.64366536357896
Canada,Fredericton,45.862662713462804,-66.6967940704395
Canada,Fredericton,45.9721097522604,-66.62433464456737
Canada,Fredericton,45.944420289346546,-66.67269837238429
Canada,Fredericton,45.9946483763669,-66.69839887493279
Canada,Fredericton,46.00324985274651,-66.61447889830723
Canada,Fredericton,45.97454875628347,-66.51685290631619
Canada,Fredericton,45.99653339123515,-66.70496447151386
Canada,Fredericton,45.92332183104755,-66.56821289085839
Canada,Fredericton,45.896446917565136,-66.59701248662397
Canada,Fredericton,45.900734582051854,-66.75547035057491
Canada,Fredericton,45.953597250281895,-66.70137270332468
Canada,Fredericton,45.984000394877725,-66.70840272677202
Canada,Fredericton,45.90005449545828,-66.52720031491893
Canada,Fredericton,45.895180989995296,-66.71945118813025
Canada,Fredericton,45.908333403816265,-66.54710703605146
Canada,Fredericton,46.01971891302089,-66.60699473729588
Canada,Fredericton,45.87243467652976,-66.58000864966105
Canada,Fredericton,45.99189303981457,-66.75771467721005
Canada,Fredericton,45.91721259740081,-66.74014777132153
Canada,Fredericton,45.94056536884922,-66.78123031181757
Canada,Fredericton,45.98226521732927,-66.67911710155096
Canada,Fredericton,45.903008423839346,-66.72155964103037
Canada,Fredericton,45.994904142439196,-66.56877885305626
Canada,Fredericton,45.987870511224386,-66.6442299518783
Canada,Fredericton,45.90563465982688,-66.74033475741028
Canada,Fredericton,45.91478378751287,-66.58109136178145
Canada,Fredericton,45.9444601508313,-66.5199285720791
