Country,City,Random_Point_Latitude,Random_Point_Longitude
USA,Rochester,43.06066903941223,-77.78378343301634
USA,Rochester,43.01449675391188,-77.71479783717463
USA,Rochester,43.26476263503421,-77.47617594672707
USA,Rochester,43.177582788761086,-77.60126459636878
USA,Rochester,43.05511315710044,-77.3720485701901
USA,Rochester,43.131668462157414,-77.49048913295293
USA,Rochester,43.307539777658526,-77.74404077546232
USA,Rochester,42.94889705320848,-77.59230853544328
USA,Rochester,43.31687623434503,-77.46866228390459
USA,Rochester,43.18253324235972,-77.6242735127325
USA,Rochester,43.23477712304562,-77.62631820111903
USA,Rochester,43.216083376812946,-77.87865639890454
USA,Rochester,43.305842641936195,-77.5650483607288
USA,Rochester,42.97945430168326,-77.62660485312976
USA,Rochester,43.30008366020618,-77.6719413853621
USA,Rochester,43.31309984376049,-77.48974404347393
USA,Rochester,42.9755754665959,-77.5371249575662
USA,Rochester,43.1187737062238,-77.75261562751558
USA,Rochester,43.29844059406601,-77.52848743837887
USA,Rochester,43.16904574118707,-77.3612772621065
USA,Rochester,43.170503955023236,-77.63181272745591
USA,Rochester,43.00669786569388,-77.62069411337195
USA,Rochester,43.214053967793404,-77.65648886551526
USA,Rochester,43.12798610811235,-77.41215520413162
USA,Rochester,43.051061040019576,-77.76853587743344
USA,Rochester,43.23747724436608,-77.74733054586339
USA,Rochester,43.1975550328579,-77.6690461205197
USA,Rochester,43.33958645896417,-77.46132245558529
USA,Rochester,43.36478621495319,-77.59069241311971
USA,Rochester,43.102470128565535,-77.45251887440202
USA,Rochester,43.283819753532256,-77.58359692147866
USA,Rochester,43.05012919637098,-77.4747967612418
USA,Rochester,43.12183351990124,-77.76004869360064
USA,Rochester,43.20770937982623,-77.78233958448614
USA,Rochester,42.983522916118474,-77.69552724728844
USA,Rochester,42.941524102995494,-77.56007162031344
USA,Rochester,43.049251865241956,-77.62843100503608
USA,Rochester,43.17642055748179,-77.65770467950674
USA,Rochester,43.09537981950844,-77.45744939704213
USA,Rochester,42.98576729913974,-77.59757741027514
USA,Rochester,43.302848441745695,-77.47935158861797
USA,Rochester,43.32887670246344,-77.52595785605666
USA,Rochester,43.27213844606332,-77.57920813975127
USA,Rochester,43.0434337145653,-77.81679047541684
