Country,City,Random_Point_Latitude,Random_Point_Longitude
France,Rennes,48.05760514772823,-1.5984371633261443
France,Rennes,48.20482988231243,-1.659711745712139
France,Rennes,48.03972373194992,-1.562893186952807
France,Rennes,48.0355142033914,-1.6435585212945125
France,Rennes,48.13151001473013,-1.7491634768297795
France,Rennes,48.2059755739708,-1.6050048541416033
France,Rennes,48.14186774642135,-1.7882437502569242
France,Rennes,48.08328673259178,-1.6787692195029686
France,Rennes,48.1561470388573,-1.7742343287785207
France,Rennes,48.187605885287105,-1.6484869011013354
France,Rennes,48.03361597979489,-1.7818194587065506
France,Rennes,48.03936473592032,-1.65010632694186
France,Rennes,48.12012599012706,-1.570955670112136
France,Rennes,48.19734177647859,-1.7504702725310888
France,Rennes,48.16844059466141,-1.611699357181229
France,Rennes,48.06011021341364,-1.752830011648896
France,Rennes,48.02688993043802,-1.6648807695212815
France,Rennes,48.08429194265778,-1.748711229296846
France,Rennes,48.09715703231347,-1.5571680026949501
France,Rennes,48.024692929230625,-1.6977499721267815
France,Rennes,48.048408606341376,-1.8007434421886004
France,Rennes,48.118053816068404,-1.5551554842112651
France,Rennes,48.07859659153923,-1.5782581916641418
France,Rennes,48.07386981609387,-1.6633318810921955
France,Rennes,48.04950836531082,-1.5673763251105848
France,Rennes,48.1472198071496,-1.681939171961236
France,Rennes,48.12407112874032,-1.7095201718859718
France,Rennes,48.12950335500326,-1.7159699428375457
France,Rennes,48.1302643912937,-1.5371578282379508
France,Rennes,48.20736170507159,-1.6531836530464765
France,Rennes,48.076563574467066,-1.7769473004910896
France,Rennes,48.131939682046806,-1.7851777319911397
France,Rennes,48.16438149538831,-1.5602405716630765
France,Rennes,48.13327875321699,-1.6091346731318292
France,Rennes,48.030592172925864,-1.7653004239454793
France,Rennes,48.01878716053225,-1.670792089928237
France,Rennes,48.11990805897024,-1.7629581542228794
France,Rennes,48.177670167191856,-1.7576244554041591
France,Rennes,48.08344765479367,-1.5499229106231882
France,Rennes,48.010255785425734,-1.712213550284717
France,Rennes,48.08268713877713,-1.6179839368374984
France,Rennes,48.02367891719188,-1.5904517252204782
