Country,City,Random_Point_Latitude,Random_Point_Longitude
USA,Cleveland,41.43579448641955,-81.9163135589938
USA,Cleveland,41.40299607462037,-81.41281843074954
USA,Cleveland,41.4639637396103,-81.64220570363864
USA,Cleveland,41.255896851649176,-82.04334927997922
USA,Cleveland,41.63794139175424,-81.62360788968643
USA,Cleveland,41.7352492105558,-81.53455762847828
USA,Cleveland,41.20609687926869,-81.56561253903077
USA,Cleveland,41.19452469061979,-81.62941489530671
USA,Cleveland,41.55925374538968,-81.74540354239804
USA,Cleveland,41.57032804068734,-81.16557988889915
USA,Cleveland,41.40786865571623,-81.86904487242751
USA,Cleveland,41.52058618322011,-82.0896028208042
USA,Cleveland,41.4666262007378,-81.50645559479457
USA,Cleveland,41.43415889908866,-81.40828043036765
USA,Cleveland,41.30480261763777,-81.75456941247751
USA,Cleveland,41.32737680588434,-81.37270322468808
USA,Cleveland,41.53044045450565,-81.5399691649403
USA,Cleveland,41.361783477820254,-81.49979871530527
USA,Cleveland,41.84909727805718,-81.62578801338665
USA,Cleveland,41.14837335180793,-81.65196440470079
USA,Cleveland,41.719602283301114,-81.2416625053461
USA,Cleveland,41.660816248332594,-81.91348285566484
USA,Cleveland,41.64778265985494,-81.18972008107869
USA,Cleveland,41.452352921866435,-81.19011062297352
USA,Cleveland,41.371632559716396,-81.25860574338459
USA,Cleveland,41.57471703272782,-81.68433682597546
USA,Cleveland,41.4592997614932,-82.0536852975295
USA,Cleveland,41.16443425438204,-81.92709367090912
USA,Cleveland,41.78736276932389,-81.7307195577024
USA,Cleveland,41.50520199132332,-81.19287810836344
USA,Cleveland,41.65604269699294,-81.27913421106456
USA,Cleveland,41.42157248517213,-81.64143340432838
USA,Cleveland,41.4168244788306,-81.85948181481277
USA,Cleveland,41.75071973172265,-81.4373776309904
USA,Cleveland,41.197046803239196,-82.04358747965864
USA,Cleveland,41.46697052866816,-81.89896293975214
USA,Cleveland,41.80000194946264,-81.9659676888321
USA,Cleveland,41.8042968090862,-81.53566923941916
USA,Cleveland,41.3842042325232,-81.69488389334163
USA,Cleveland,41.5359364458577,-81.5391203483068
USA,Cleveland,41.465739656718625,-81.7954553757785
USA,Cleveland,41.50006027489557,-81.5899134583872
USA,Cleveland,41.3513140802588,-81.39868578444938
USA,Cleveland,41.70240412738396,-81.53458281545959
USA,Cleveland,41.85533956609029,-81.65169072173079
USA,Cleveland,41.14964204999838,-81.4404579926106
USA,Cleveland,41.627221894166134,-81.59434462201229
USA,Cleveland,41.14828712168993,-81.86195550138568
USA,Cleveland,41.60884046041439,-81.85133178759841
USA,Cleveland,41.85577009416633,-81.78020311063877
USA,Cleveland,41.487528414997804,-81.8320909081689
USA,Cleveland,41.750838764513865,-81.73042016040804
USA,Cleveland,41.79100550895857,-81.43744777013183
USA,Cleveland,41.32957986913022,-81.80396956846289
USA,Cleveland,41.17278579354486,-81.5057739081939
USA,Cleveland,41.47570515120049,-81.49142693041617
USA,Cleveland,41.568489004711026,-81.93150788422032
USA,Cleveland,41.37364771954922,-81.82864022864614
USA,Cleveland,41.56321125228867,-81.56262206235394
USA,Cleveland,41.53273364469246,-81.45316931886956
USA,Cleveland,41.18098689337842,-81.52141402066215
USA,Cleveland,41.46806034527999,-81.91517964075695
USA,Cleveland,41.15865085777523,-81.5084207537418
USA,Cleveland,41.75648851300829,-81.5494182912232
USA,Cleveland,41.17812684853324,-81.94682164241243
USA,Cleveland,41.73874555441341,-81.27554023923001
USA,Cleveland,41.48767085414804,-81.93338139932358
USA,Cleveland,41.3543271363232,-81.74727694022015
