Country,City,Random_Point_Latitude,Random_Point_Longitude
USA,Fairbanks,64.87291001433395,-147.70538803913792
USA,Fairbanks,64.89868271597572,-147.6231589852086
USA,Fairbanks,64.91006368369365,-147.80042988835368
USA,Fairbanks,64.80452281185887,-147.80220650990464
USA,Fairbanks,64.84640359294956,-147.6630703505898
USA,Fairbanks,64.77325793406455,-147.78671245632216
USA,Fairbanks,64.84561596497156,-147.52836493617346
USA,Fairbanks,64.84561230682526,-147.72282825072375
USA,Fairbanks,64.85939373949823,-147.5957136829586
USA,Fairbanks,64.8653153057211,-147.79842876120918
USA,Fairbanks,64.80295385512456,-147.63700794753993
USA,Fairbanks,64.8755804494631,-147.73280986245214
USA,Fairbanks,64.9090626463892,-147.75040252613059
USA,Fairbanks,64.86797966718426,-147.56021447198037
USA,Fairbanks,64.78686553162794,-147.82381182228062
USA,Fairbanks,64.83672637530756,-147.9144067065827
USA,Fairbanks,64.791724753068,-147.68758899005212
USA,Fairbanks,64.82013775359694,-147.85566725494155
USA,Fairbanks,64.77853156106919,-147.7709850120612
USA,Fairbanks,64.81032507102191,-147.87838041725567
USA,Fairbanks,64.84360279908701,-147.75146761937984
USA,Fairbanks,64.83277281115143,-147.82024047359195
USA,Fairbanks,64.78613464779657,-147.6723980302972
USA,Fairbanks,64.85469568833675,-147.80356150785983
USA,Fairbanks,64.81805859196768,-147.80490768094026
USA,Fairbanks,64.83829758319305,-147.65241416179674
USA,Fairbanks,64.80073094448676,-147.71158563672694
USA,Fairbanks,64.87151074388164,-147.78121373045565
USA,Fairbanks,64.80032297333155,-147.64504097504056
USA,Fairbanks,64.9015924122727,-147.7527063436314
USA,Fairbanks,64.86947419980346,-147.6654631650557
USA,Fairbanks,64.79236416100743,-147.66692485281982
USA,Fairbanks,64.90138502093468,-147.78504415094676
USA,Fairbanks,64.89395955187985,-147.86289041092766
USA,Fairbanks,64.86195239657876,-147.6932381562689
USA,Fairbanks,64.86196300313416,-147.5391387244238
USA,Fairbanks,64.8808277720821,-147.7742348790861
USA,Fairbanks,64.85193965896923,-147.87238200746245
USA,Fairbanks,64.85839415271734,-147.52893781865612
USA,Fairbanks,64.84924535713452,-147.88689213223046
USA,Fairbanks,64.80087333362013,-147.66913481040885
