Country,City,Random_Point_Latitude,Random_Point_Longitude
Japan,Sapporo,43.04203728722556,141.16227170556013
Japan,Sapporo,43.157723578788776,141.20162446641464
Japan,Sapporo,42.95877460744232,141.55215339727533
Japan,Sapporo,43.018896198039926,141.18325994056352
Japan,Sapporo,42.919808347502226,141.2687060434975
Japan,Sapporo,43.106407295853245,141.46066748427657
Japan,Sapporo,43.069879878094,141.4614320972345
Japan,Sapporo,42.93413131418547,141.3793144561609
Japan,Sapporo,43.10306389476706,141.35228883815077
Japan,Sapporo,43.066826479691635,141.2358349136943
Japan,Sapporo,42.98086869348454,141.5186450146866
Japan,Sapporo,43.079993375291515,141.37686714375764
Japan,Sapporo,42.89662664072806,141.23604586414396
Japan,Sapporo,43.175109331310345,141.4449193657251
Japan,Sapporo,42.90136823231947,141.3641971416304
Japan,Sapporo,43.09503158705382,141.31712069048191
Japan,Sapporo,43.22231264500844,141.30393695650858
Japan,Sapporo,42.979323037765155,141.43179218786022
Japan,Sapporo,43.14893382233187,141.16352888816962
Japan,Sapporo,42.9965462436805,141.42803462779256
Japan,Sapporo,43.20591169706427,141.4163182962931
Japan,Sapporo,43.09276808125724,141.2251125051081
Japan,Sapporo,42.92672508354072,141.43265657184716
Japan,Sapporo,42.930074844081425,141.32542665262264
Japan,Sapporo,43.13348997882012,141.14342985975784
Japan,Sapporo,43.244968422051755,141.34759442980842
Japan,Sapporo,42.96132109619199,141.35170336798078
Japan,Sapporo,43.13054383995467,141.4079275194389
Japan,Sapporo,43.19334564425199,141.46273174500223
Japan,Sapporo,43.09973821878142,141.42033120575493
Japan,Sapporo,43.1642511374774,141.3146180705411
Japan,Sapporo,42.94860019138958,141.50538644256582
Japan,Sapporo,43.04936800625648,141.34856863460925
Japan,Sapporo,43.08295197885163,141.59618600938506
Japan,Sapporo,42.99298368967664,141.48529130894283
Japan,Sapporo,42.92918978960249,141.3788815414441
Japan,Sapporo,42.95157767718002,141.23309566055414
Japan,Sapporo,42.950544492255226,141.2637087440942
Japan,Sapporo,43.01169216215458,141.46544281433648
Japan,Sapporo,43.0372133404354,141.52058573776827
Japan,Sapporo,43.05898133108582,141.1140722700775
Japan,Sapporo,42.924259445599944,141.43307018003486
Japan,Sapporo,43.07833077995571,141.4552365441602
Japan,Sapporo,43.06274509829177,141.4892157467195
Japan,Sapporo,43.055050217553315,141.4195485369911
