Country,City,Random_Point_Latitude,Random_Point_Longitude
USA,Freehold,40.260030054065325,-74.17606224709024
USA,Freehold,40.15076259569624,-74.26845890858
USA,Freehold,40.300120793199966,-74.32919610476495
USA,Freehold,40.17376960828843,-74.41546416769323
USA,Freehold,40.26107907652214,-74.40510746693913
USA,Freehold,40.16998460586827,-74.22844090596237
USA,Freehold,40.33924611770289,-74.28327824895699
USA,Freehold,40.28867319288446,-74.3513608984518
USA,Freehold,40.22026258979778,-74.32709771740078
USA,Freehold,40.18421861411654,-74.34719480780436
USA,Freehold,40.15276817459443,-74.3773571091328
USA,Freehold,40.23241957348939,-74.42356596690374
USA,Freehold,40.17781694733066,-74.39739554891818
USA,Freehold,40.241580758532436,-74.39996511545084
USA,Freehold,40.29522743157243,-74.28568335076676
USA,Freehold,40.13512530138564,-74.3050974067127
USA,Freehold,40.23362262807077,-74.25577711393142
USA,Freehold,40.16435950454834,-74.14196775103653
USA,Freehold,40.309750694217215,-74.34498614223122
USA,Freehold,40.36882186032024,-74.25469924852558
USA,Freehold,40.200531170547436,-74.17897516327355
USA,Freehold,40.33662303107239,-74.42512981396781
USA,Freehold,40.134846192060195,-74.21066711736907
USA,Freehold,40.38063156647343,-74.37472762894208
USA,Freehold,40.209318807955384,-74.19996463023594
USA,Freehold,40.32607182892079,-74.39883524971715
USA,Freehold,40.24498341476958,-74.21946252577192
USA,Freehold,40.20631857722383,-74.42173478939387
USA,Freehold,40.3060967202123,-74.16349914746063
USA,Freehold,40.331468092043494,-74.31207713494494
USA,Freehold,40.38501806288669,-74.36082313634077
USA,Freehold,40.31139473953829,-74.1144364231051
USA,Freehold,40.38659770746955,-74.28566494038408
USA,Freehold,40.38101544382247,-74.33015892402338
USA,Freehold,40.127536344904215,-74.28596854860885
USA,Freehold,40.343116691978096,-74.17457088734967
USA,Freehold,40.224602906584025,-74.3707014502689
USA,Freehold,40.15599815052327,-74.26318816864644
USA,Freehold,40.28150934180123,-74.41382811245704
USA,Freehold,40.26078809763754,-74.23736634314393
USA,Freehold,40.136547071486476,-74.2025509991874
USA,Freehold,40.322691367784884,-74.35596302689999
USA,Freehold,40.29282296007278,-74.41380715989457
USA,Freehold,40.19867674705489,-74.15713595081712
USA,Freehold,40.136583988617026,-74.27455741716699
USA,Freehold,40.32372319414951,-74.20439323956884
USA,Freehold,40.24632150133566,-74.411706317595
