UID,Country,City,Mean_Annual_Temperature,Temperature_Seasonality,Range_Annual_Temperature,Annual_Precipitation,Precipitation_Seasonality
Paris.1,France,Paris,10.770833015441895,5.6230230712890625,23,618,10.095401763916016
Paris.2,France,Paris,10.837499618530273,5.661236572265625,23.100000381469727,622,9.577747344970703
Paris.3,France,Paris,11.045833587646484,5.7235345458984375,23.700000762939453,618,8.576237678527832
Paris.4,France,Paris,10.920833587646484,5.714194946289062,23.80000114440918,624,8.165098190307617
Paris.5,France,Paris,11.220833778381348,5.727900390625,23.799999237060547,614,8.947761535644531
Paris.6,France,Paris,10.766666412353516,5.676519775390625,23.5,637,8.210822105407715
Paris.7,France,Paris,10.445833206176758,5.57732666015625,22.80000114440918,639,10.191428184509277
Paris.8,France,Paris,10.683333396911621,5.65321044921875,23.200000762939453,631,9.761061668395996
Paris.9,France,Paris,10.854166984558105,5.670516357421875,23.100000381469727,639,9.789484024047852
Paris.10,France,Paris,11.429166793823242,5.7668115234375,23.600000381469727,624,9.587093353271484
Paris.11,France,Paris,11.408333778381348,5.7708056640625,23.700000762939453,619,8.936844825744629
Paris.12,France,Paris,11.029166221618652,5.665263061523437,23.299999237060547,635,8.822823524475098
Paris.13,France,Paris,10.745833396911621,5.626781005859375,23.399999618530273,640,8.785886764526367
Paris.14,France,Paris,10.550000190734863,5.606368408203125,23.5,632,8.458490371704102
Paris.15,France,Paris,10.695833206176758,5.57545166015625,22.899999618530273,630,10.097233772277832
Paris.16,France,Paris,10.620833396911621,5.65208984375,23,655,10.41893196105957
Paris.17,France,Paris,10.612500190734863,5.653041381835937,22.80000114440918,664,10.304572105407715
Paris.18,France,Paris,10.699999809265137,5.627206420898437,22.399999618530273,670,9.806224822998047
Paris.19,France,Paris,11.645833015441895,5.722064819335937,22.80000114440918,638,10.644229888916016
Paris.20,France,Paris,11.758333206176758,5.744081420898437,23.200000762939453,632,9.934358596801758
Paris.21,France,Paris,11.495833396911621,5.690560913085937,23.19999885559082,625,9.27968692779541
Paris.22,France,Paris,10.904167175292969,5.6553857421875,23.299999237060547,644,8.767081260681152
Paris.23,France,Paris,10.445833206176758,5.53104736328125,22.899999618530273,646,8.653519630432129
Paris.24,France,Paris,10.295833587646484,5.509844970703125,22.799999237060547,637,8.760228157043457
Paris.25,France,Paris,10.545833587646484,5.53026611328125,22.899999618530273,638,9.667967796325684
Paris.26,France,Paris,10.475000381469727,5.533718872070312,22.399999618530273,660,9.8398590087890625
Paris.27,France,Paris,11.449999809265137,5.593177490234375,22.599998474121094,601,10.929964065551758
Paris.28,France,Paris,11.487500190734863,5.70072265625,22.80000114440918,641,10.72850227355957
Paris.29,France,Paris,11.866666793823242,5.688917846679687,22.69999885559082,659,10.072174072265625
Paris.30,France,Paris,11.454166412353516,5.7235345458984375,23,666,10.111193656921387
Paris.31,France,Paris,11.324999809265137,5.6881256103515625,23.299999237060547,640,9.968145370483398
Paris.32,France,Paris,11.212499618530273,5.63181396484375,23.100000381469727,620,9.135953903198242
Paris.33,France,Paris,10.887499809265137,5.528814086914062,22.899999618530273,613,9.022638320922852
Paris.34,France,Paris,10.541666984558105,5.5822705078125,23.19999885559082,642,8.729850769042969
Paris.35,France,Paris,11.050000190734863,5.546497802734375,22.900001525878906,614,10.589237213134766
Paris.36,France,Paris,11.237500190734863,5.56229736328125,22.700000762939453,621,10.788439750671387
Paris.37,France,Paris,11.237500190734863,5.520462646484375,22.600000381469727,616,10.219993591308594
Paris.38,France,Paris,11.258333206176758,5.642083740234375,22.799999237060547,644,10.059715270996094
Paris.39,France,Paris,11.512499809265137,5.63411376953125,22.80000114440918,628,11.145346641540527
Paris.40,France,Paris,11.245833396911621,5.609588623046875,23.100000381469727,637,10.620468139648438
Paris.41,France,Paris,11.041666984558105,5.606766967773438,23.600000381469727,641,10.349814414978027
Paris.42,France,Paris,10.9375,5.631531372070312,23.600000381469727,633,10.007126808166504
Paris.43,France,Paris,10.658333778381348,5.552060546875,23.600000381469727,625,9.5874786376953125
Paris.44,France,Paris,10.387499809265137,5.575927124023438,23.700000762939453,638,8.865500450134277
Paris.45,France,Paris,10.966667175292969,5.556009521484375,22.80000114440918,630,10.467896461486816
Paris.46,France,Paris,11.191666603088379,5.592317504882812,23.100000381469727,621,10.512356758117676
Paris.47,France,Paris,10.774999618530273,5.506793212890625,22.5,645,10.36512279510498
Paris.48,France,Paris,10.579166412353516,5.441192016601563,22.19999885559082,652,9.75761604309082
Paris.49,France,Paris,10.408333778381348,5.480081176757812,22.900001525878906,659,9.568860054016113
Paris.50,France,Paris,10.416666984558105,5.49083251953125,23,653,9.053943634033203
Paris.51,France,Paris,10.333333015441895,5.5311651611328125,23.299999237060547,658,9.5945463180542
Paris.52,France,Paris,10.262499809265137,5.514737548828125,23.200000762939453,654,9.041709899902344
Paris.53,France,Paris,10.987500190734863,5.450985107421875,22.5,620,10.628389358520508
Paris.54,France,Paris,10.774999618530273,5.388096923828125,22.299999237060547,615,10.675520896911621
