Country,City,Rotated_Latitude,Rotated_Longitude
Chile,Temuco,-38.744781484679926,-72.59513732746369
Chile,Temuco,-38.74486525371462,-72.59146336737288
Chile,Temuco,-38.745532919630506,-72.5878465424912
Chile,Temuco,-38.746259035889246,-72.58223919417148
Chile,Temuco,-38.747323809086744,-72.58570784780623
Chile,Temuco,-38.74854992506554,-72.57172653386202
Chile,Temuco,-38.74759570157927,-72.57380700437089
Chile,Temuco,-38.7492739555403,-72.56964272008157
Chile,Temuco,-38.75095271653581,-72.5657725441786
Chile,Temuco,-38.752786222974315,-72.56192590224828
Chile,Temuco,-38.75375967926628,-72.55995692209409
Chile,Temuco,-38.755193878819554,-72.55662404471241
Chile,Temuco,-38.75642339129834,-72.55368525260262
Chile,Temuco,-38.74624166417333,-72.57610713104202
Chile,Temuco,-38.74717323521167,-72.57863724475499
Chile,Temuco,-38.75784273411094,-72.55080699514707
Chile,Temuco,-38.75879928679984,-72.54790811485405
Chile,Temuco,-38.76000425123703,-72.5445358514146
Chile,Temuco,-38.76147113158041,-72.54122603842013
Chile,Temuco,-38.76301915069101,-72.53705551844858
Chile,Temuco,-38.76301915069101,-72.53705551844858
Chile,Temuco,-38.76301915069101,-72.53705551844858
Chile,Temuco,-38.76301915069101,-72.53705551844858
Chile,Temuco,-38.76301915069101,-72.53705551844858
Chile,Temuco,-38.76267277294309,-72.53296782686827
Chile,Temuco,-38.76332800494352,-72.53002764472669
Chile,Temuco,-38.764545478194215,-72.52681108462562
Chile,Temuco,-38.76590858751951,-72.52385642170623
Chile,Temuco,-38.77712022028255,-72.53398437267307
Chile,Temuco,-38.771376462021394,-72.51803383221085
Chile,Temuco,-38.78668169531369,-72.48667001972147
Chile,Temuco,-38.78155758848937,-72.49427741278697
Chile,Temuco,-38.79516041152127,-72.47633845781286
Chile,Temuco,-38.778709868393854,-72.50110463698553
Chile,Temuco,-38.78056737839046,-72.49698118495932
Chile,Temuco,-38.81579122503985,-72.44398419327847
Chile,Temuco,-38.81767901172585,-72.43986986934516
Chile,Temuco,-38.8207966853809,-72.43697848369456
Chile,Temuco,-38.81182764350225,-72.45103978832033
Chile,Temuco,-38.809052760904834,-72.45554393380762
Chile,Temuco,-38.83898128382024,-72.4086626633886
Chile,Temuco,-38.84248457295745,-72.40264081440169
Chile,Temuco,-38.85268962514034,-72.38842369409045
Chile,Temuco,-38.84724642975168,-72.39613636055287
Chile,Temuco,-38.85267269986764,-72.39793416271901
Chile,Temuco,-38.83605772146887,-72.41646448901966
Chile,Temuco,-38.83291208160256,-72.41832025027358
Chile,Temuco,-38.82275317986381,-72.42203164023721
Chile,Temuco,-38.80371070626677,-72.46571470330868
Chile,Temuco,-38.796758785675266,-72.47100399438494
