Country,City,Rotated_Latitude,Rotated_Longitude
Japan,Tokyo,35.642404565923066,139.11507655719993
Japan,Tokyo,35.64812387988106,139.10861519647486
Japan,Tokyo,35.65476994260523,139.1032248256911
Japan,Tokyo,35.66471314298574,139.10672391915693
Japan,Tokyo,35.72254484006051,139.68226455737943
Japan,Tokyo,35.71146453678722,139.71375139790513
Japan,Tokyo,35.66941525719981,139.2918275906052
Japan,Tokyo,35.67184618402266,139.28597834334158
Japan,Tokyo,35.66261269274311,139.23309538432036
Japan,Tokyo,35.659794939871354,139.2421609069668
Japan,Tokyo,35.64796017129006,139.19534663439075
Japan,Tokyo,35.64006684092287,139.1955488197618
Japan,Tokyo,35.688896648518856,139.08541959254867
Japan,Tokyo,35.70436501461832,139.7029653182942
Japan,Tokyo,35.70869854534665,139.69964798088657
Japan,Tokyo,35.60777362308814,139.10261040937573
Japan,Tokyo,35.60034492818342,139.07820575821674
Japan,Tokyo,35.590098709968515,139.08959262470154
Japan,Tokyo,35.55639226496808,139.09406990158408
Japan,Tokyo,35.74076219805622,139.64928494437632
Japan,Tokyo,35.7157422579333,139.6235322107815
Japan,Tokyo,35.71349895307019,139.6214391792884
Japan,Tokyo,35.70921954794826,139.55130279138703
Japan,Tokyo,35.7012742442588,139.54794806173888
Japan,Tokyo,35.699440849815495,139.54124994670065
Japan,Tokyo,35.69360879504095,139.53109611898117
Japan,Tokyo,35.69570773608637,139.53518704716532
Japan,Tokyo,35.69002271785813,139.49947659342942
Japan,Tokyo,35.67740438312647,139.3426896298857
Japan,Tokyo,35.67261191459693,139.35022218218646
Japan,Tokyo,35.672845934860206,139.3662282821023
Japan,Tokyo,35.68061221654136,139.36030093454218
Japan,Tokyo,35.61679596658433,139.1113726056345
Japan,Tokyo,35.61124117254459,139.1112803554521
Japan,Tokyo,35.51602998657841,139.08308298660108
Japan,Tokyo,35.70230958725674,139.71965564342378
Japan,Tokyo,35.70282613472023,139.69860580090472
Japan,Tokyo,35.74031696868832,139.58915816068975
Japan,Tokyo,35.72146108531468,139.61241403880797
Japan,Tokyo,35.68683807876404,139.69224985089375
Japan,Tokyo,35.72318767641327,139.64372965881105
Japan,Tokyo,35.721453862258926,139.71447309435112
Japan,Tokyo,35.722767454744464,139.7123279492227
Japan,Tokyo,35.72022413930914,139.7282878450556
Japan,Tokyo,35.69724870694736,139.46253600321833
Japan,Tokyo,35.69793339561676,139.41083298153453
Japan,Tokyo,35.69022085507815,139.39729913441553
Japan,Tokyo,35.70803467045405,139.71952853341648
Japan,Tokyo,35.70848228166771,139.72937067177213
Japan,Tokyo,35.669794177786684,139.74569017193951
