Country,City,Rotated_Latitude,Rotated_Longitude
USA,Anchorage,61.203527920881086,-149.87436681450112
USA,Anchorage,61.20391141762014,-149.86841755150044
USA,Anchorage,61.20250178162063,-149.86372362709236
USA,Anchorage,61.198709926669466,-149.8660400545204
USA,Anchorage,61.20334576139706,-149.8575732288827
USA,Anchorage,61.20370638119654,-149.8542036512593
USA,Anchorage,61.20423205450946,-149.8474120190867
USA,Anchorage,61.20133402756824,-149.84582954006694
USA,Anchorage,61.20130351479554,-149.84235500859194
USA,Anchorage,61.203680300860434,-149.8356469322655
USA,Anchorage,61.200824556520466,-149.8320984643898
USA,Anchorage,61.20224099467377,-149.82673215253175
USA,Anchorage,61.20207934223728,-149.82512408894786
USA,Anchorage,61.203101747053935,-149.82067931804366
USA,Anchorage,61.2034481878415,-149.81384675053351
USA,Anchorage,61.2005823895788,-149.81220133255698
USA,Anchorage,61.2021925377106,-149.80675149558752
USA,Anchorage,61.20467329900545,-149.79968832891822
USA,Anchorage,61.20231678319112,-149.79829257348948
USA,Anchorage,61.20443489547854,-149.7939277721953
USA,Anchorage,61.2042040918462,-149.78815299430488
USA,Anchorage,61.2014896243908,-149.79156131741658
USA,Anchorage,61.20440163737886,-149.780162182346
USA,Anchorage,61.203876824289104,-149.77527309539434
USA,Anchorage,61.19974569934628,-149.7726111399652
USA,Anchorage,61.20555122354095,-149.7671503626556
USA,Anchorage,61.20810599580311,-149.76206189150122
USA,Anchorage,61.20854946489929,-149.75829780659774
USA,Anchorage,61.21084603472548,-149.75250037035113
USA,Anchorage,61.210321998386064,-149.74799141416204
USA,Anchorage,61.2116942274296,-149.74261835288826
USA,Anchorage,61.2114259930742,-149.7358412332692
USA,Anchorage,61.2121329043533,-149.73882639263573
USA,Anchorage,61.216542967194684,-149.72917148995705
USA,Anchorage,61.22017073415693,-149.7213515023057
USA,Anchorage,61.220262351582114,-149.7167510559961
USA,Anchorage,61.22012050418417,-149.7119611521019
USA,Anchorage,61.222590268035106,-149.7077554456784
USA,Anchorage,61.237354048329564,-149.6845395719835
USA,Anchorage,61.23012336622543,-149.6865933821766
USA,Anchorage,61.24481670776602,-149.65800134457217
USA,Anchorage,61.24965624667163,-149.65282286572398
USA,Anchorage,61.25374121322455,-149.64721160452336
USA,Anchorage,61.25421296251596,-149.64175607806885
