Country,City,Rotated_Latitude,Rotated_Longitude
USA,Seattle,48.05125614018449,-121.98971381785198
USA,Seattle,48.03361810167196,-121.99358049050822
USA,Seattle,48.02455842306703,-122.01028603286923
USA,Seattle,48.01861354533946,-122.04780415415487
USA,Seattle,48.00551679406797,-122.06144202096507
USA,Seattle,47.98739116749987,-122.07506202017629
USA,Seattle,47.96518562546133,-122.10625081091551
USA,Seattle,47.952632009961434,-122.13570042366136
USA,Seattle,47.949727457019776,-122.15436283803382
USA,Seattle,47.93210829608688,-122.17286079978695
USA,Seattle,47.90962453108715,-122.2045771698888
USA,Seattle,47.89311009009667,-122.22292134331722
USA,Seattle,47.87518838099852,-122.24237113940873
USA,Seattle,47.86538430986498,-122.26418817986358
USA,Seattle,47.859029503116,-122.29504384633155
USA,Seattle,47.85062824758493,-122.3235366170375
USA,Seattle,47.83322530417975,-122.33212759665778
USA,Seattle,47.822987522563245,-122.34268363519375
USA,Seattle,47.81014248498416,-122.35033878604737
USA,Seattle,47.787593057520496,-122.36132026850929
USA,Seattle,47.77046642891083,-122.36331340309245
USA,Seattle,47.75788833715356,-122.361526532715
USA,Seattle,47.749571604698346,-122.36098960509578
USA,Seattle,47.736304484754406,-122.35784585552032
USA,Seattle,47.72412059240208,-122.35639077849595
USA,Seattle,47.70989757467611,-122.35447622273367
USA,Seattle,47.69953629587053,-122.35061907475712
USA,Seattle,47.68771324349586,-122.3509979738805
USA,Seattle,47.680344676791705,-122.34181190863325
USA,Seattle,47.67519282375526,-122.33182396713909
USA,Seattle,47.670732044442616,-122.3293312365231
USA,Seattle,47.66084272440389,-122.32858498309996
USA,Seattle,47.64995414902483,-122.33095932221107
USA,Seattle,47.644591514481434,-122.32688923870408
USA,Seattle,47.63694740525853,-122.32556449639388
USA,Seattle,47.62654157871339,-122.32549862597233
USA,Seattle,47.61752487827105,-122.3309409247167
USA,Seattle,47.608465260586456,-122.33205914271825
USA,Seattle,47.60691606776676,-122.33251507978346
USA,Seattle,47.617158957421914,-122.34327121145391
