Country,City,Rotated_Latitude,Rotated_Longitude
Germany,Stuttgart,48.77214983638286,9.172509399745538
Germany,Stuttgart,48.77446800696529,9.175979527286525
Germany,Stuttgart,48.77588185669775,9.178098283745875
Germany,Stuttgart,48.778128582607174,9.17888136911029
Germany,Stuttgart,48.7760640278054,9.181877452131584
Germany,Stuttgart,48.770296897275664,9.18607758373106
Germany,Stuttgart,48.77052662713815,9.189702680169818
Germany,Stuttgart,48.77472433423708,9.196642540046765
Germany,Stuttgart,48.77934336363713,9.194963293965516
Germany,Stuttgart,48.78527889836193,9.196664360551758
Germany,Stuttgart,48.788912758060704,9.194299373513822
Germany,Stuttgart,48.791204357032186,9.190824280111636
Germany,Stuttgart,48.79507365991367,9.198394894037293
Germany,Stuttgart,48.7962223693299,9.201271674647122
Germany,Stuttgart,48.79656173107369,9.204167332362886
Germany,Stuttgart,48.79567883900961,9.213444886006123
Germany,Stuttgart,48.79901392636104,9.21424719041112
Germany,Stuttgart,48.799386882344564,9.219330123012913
Germany,Stuttgart,48.80408841016542,9.222745402818397
Germany,Stuttgart,48.80550518614422,9.226170945961595
Germany,Stuttgart,48.807882551717476,9.227199456015532
Germany,Stuttgart,48.80716759989405,9.23530214963495
Germany,Stuttgart,48.80769363465228,9.239510687080804
Germany,Stuttgart,48.81025623159234,9.239909681971497
Germany,Stuttgart,48.81311424163699,9.240869774979846
Germany,Stuttgart,48.81789224009582,9.236333164931871
Germany,Stuttgart,48.81936777806904,9.242352266832453
Germany,Stuttgart,48.825351117261896,9.243120480411603
Germany,Stuttgart,48.8283075507886,9.23858496491696
Germany,Stuttgart,48.83009651981291,9.239337088464048
Germany,Stuttgart,48.82924737831375,9.234434287355045
Germany,Stuttgart,48.83271249704249,9.230084350321512
Germany,Stuttgart,48.834657519198565,9.230709401369344
Germany,Stuttgart,48.8377495101396,9.231588544145303
Germany,Stuttgart,48.841418106742154,9.232672932898367
Germany,Stuttgart,48.84420512574886,9.233984963788354
Germany,Stuttgart,48.839116404244095,9.237240499604004
Germany,Stuttgart,48.836143566222724,9.239234474051853
Germany,Stuttgart,48.841845958571895,9.239579758711418
Germany,Stuttgart,48.844665925740394,9.242277940537857
Germany,Stuttgart,48.847009456520375,9.243916495841566
Germany,Stuttgart,48.849494328457986,9.246068590508083
Germany,Stuttgart,48.852124979870325,9.240771782681971
Germany,Stuttgart,48.853726987215914,9.243567810661922
Germany,Stuttgart,48.85665995066814,9.243826703280444
Germany,Stuttgart,48.859263564841385,9.243234932009733
Germany,Stuttgart,48.86312610796004,9.242114012451271
Germany,Stuttgart,48.862797516459416,9.24700116168428
Germany,Stuttgart,48.86509888734216,9.248368382244422
Germany,Stuttgart,48.86888335320438,9.246861193424914
