Country,City,Rotated_Latitude,Rotated_Longitude
Portugal,Almada,38.67775167599436,-9.15842678416058
Portugal,Almada,38.67711993398081,-9.156810257628683
Portugal,Almada,38.676121377234196,-9.167120736251126
Portugal,Almada,38.67825798784494,-9.154872856430597
Portugal,Almada,38.665158903551635,-9.169394282107056
Portugal,Almada,38.68007860912955,-9.170878090203896
Portugal,Almada,38.67450667792124,-9.170959916909638
Portugal,Almada,38.67347023778181,-9.16727061821783
Portugal,Almada,38.67388554386107,-9.161739134433118
Portugal,Almada,38.66680971888544,-9.167716266095914
Portugal,Almada,38.66673637112656,-9.171847989720051
Portugal,Almada,38.663480092449504,-9.171161663866428
Portugal,Almada,38.659003408309076,-9.168853394578223
Portugal,Almada,38.658073678170815,-9.163984588372386
Portugal,Almada,38.65605293759276,-9.165214095394015
Portugal,Almada,38.65412961394442,-9.157830417235827
Portugal,Almada,38.65213429764611,-9.157466145538185
Portugal,Almada,38.647151052846006,-9.162563537347957
Portugal,Almada,38.648800220308495,-9.166500915115035
Portugal,Almada,38.65524130774768,-9.17254002072769
Portugal,Almada,38.66049688857947,-9.176671469640663
Portugal,Almada,38.64164254684613,-9.16254491883014
Portugal,Almada,38.63999699536165,-9.160810904611072
Portugal,Almada,38.63794355184716,-9.160665829689725
Portugal,Almada,38.63594192250055,-9.160418831797434
Portugal,Almada,38.64158696698362,-9.168801969323694
Portugal,Almada,38.63380636658224,-9.167098611054248
Portugal,Almada,38.635930037927096,-9.165929917330876
Portugal,Almada,38.6295434644739,-9.165777498411545
Portugal,Almada,38.62738657628732,-9.165147293404743
Portugal,Almada,38.62888921443077,-9.16278613720282
Portugal,Almada,38.62926772673907,-9.160336515715231
Portugal,Almada,38.631767521389925,-9.153875860043897
Portugal,Almada,38.617756730333795,-9.143395627079808
Portugal,Almada,38.61359975353494,-9.139003689820033
Portugal,Almada,38.607398062350356,-9.131732547100277
Portugal,Almada,38.584831327191246,-9.10814345249581
Portugal,Almada,38.583073306984616,-9.111724879160292
Portugal,Almada,38.58415265811403,-9.114691969677859
Portugal,Almada,38.58048295002385,-9.11432663622347
Portugal,Almada,38.55620874810258,-9.123817935559464
Portugal,Almada,38.552925134138256,-9.099966210059339
Portugal,Almada,38.562676608256545,-9.103690959382483
Portugal,Almada,38.531519233034246,-9.094176848270184
