Country,City,Rotated_Latitude,Rotated_Longitude
Canada,Charlottetown,46.231520470226386,-63.12173073413301
Canada,Charlottetown,46.23418733730975,-63.1256909386681
Canada,Charlottetown,46.237377055619724,-63.12865158000116
Canada,Charlottetown,46.24044570284874,-63.12971228928454
Canada,Charlottetown,46.24321063647012,-63.13110804788451
Canada,Charlottetown,46.246408362225694,-63.13183209898223
Canada,Charlottetown,46.24944774487909,-63.132899410130044
Canada,Charlottetown,46.25229922397849,-63.13422438822256
Canada,Charlottetown,46.25554792464824,-63.13494719107145
Canada,Charlottetown,46.25837335691022,-63.135929500866254
Canada,Charlottetown,46.261346591431234,-63.13733977618798
Canada,Charlottetown,46.264153336860616,-63.138920877100205
Canada,Charlottetown,46.267241197930524,-63.139884990170835
Canada,Charlottetown,46.270383677017136,-63.139955169870206
Canada,Charlottetown,46.27345981373914,-63.141321728638644
Canada,Charlottetown,46.27624537583827,-63.14339967083992
Canada,Charlottetown,46.28015461451486,-63.143778686630405
Canada,Charlottetown,46.283972647494174,-63.14548019307146
Canada,Charlottetown,46.28685427879776,-63.14707515420897
Canada,Charlottetown,46.29021958456145,-63.149996184355494
Canada,Charlottetown,46.29238274045933,-63.15213252621986
Canada,Charlottetown,46.294852929347,-63.15463015847045
Canada,Charlottetown,46.29840170957754,-63.15895523175022
Canada,Charlottetown,46.301879598601,-63.159103515062
Canada,Charlottetown,46.305212644127295,-63.1597457825449
Canada,Charlottetown,46.30875737467946,-63.16078110148732
Canada,Charlottetown,46.31183935512547,-63.161264729991856
Canada,Charlottetown,46.31493762755037,-63.16209322741558
Canada,Charlottetown,46.31797677907165,-63.16275053862854
Canada,Charlottetown,46.32120882714226,-63.16335408255348
Canada,Charlottetown,46.32418813651938,-63.16429142754616
Canada,Charlottetown,46.327322996624865,-63.16469136769061
Canada,Charlottetown,46.33034858379703,-63.16551575974757
Canada,Charlottetown,46.33338773531831,-63.16617307096053
Canada,Charlottetown,46.3363831702863,-63.1667274799725
Canada,Charlottetown,46.339556985081856,-63.16743642259609
Canada,Charlottetown,46.34288152399845,-63.16813186561465
Canada,Charlottetown,46.34587380597232,-63.16871773982371
Canada,Charlottetown,46.3489441268145,-63.16928600906099
Canada,Charlottetown,46.352195028105726,-63.17001856676842
Canada,Charlottetown,46.35538680849334,-63.170579938265085
Canada,Charlottetown,46.35847259842993,-63.17089868654709
Canada,Charlottetown,46.36169774875991,-63.171380770926596
Canada,Charlottetown,46.36495686078465,-63.171967958128576
Canada,Charlottetown,46.36825535286382,-63.172320732849414
