Country,City,Rotated_Latitude,Rotated_Longitude
USA,Norfolk,36.547019879672895,-76.16731430394442
USA,Norfolk,36.554397878984695,-76.17020815676636
USA,Norfolk,36.56970594738258,-76.16641721929318
USA,Norfolk,36.57643227190476,-76.15711782213948
USA,Norfolk,36.584803317431984,-76.15521167608495
USA,Norfolk,36.588519750853656,-76.1433854256385
USA,Norfolk,36.594083536480746,-76.13026245053773
USA,Norfolk,36.60766629316112,-76.13278091156813
USA,Norfolk,36.618454333161694,-76.14148402324994
USA,Norfolk,36.62739821669857,-76.14816522495913
USA,Norfolk,36.63435636196875,-76.15087231701504
USA,Norfolk,36.647225785526224,-76.15474163882874
USA,Norfolk,36.659243317050226,-76.15555577031067
USA,Norfolk,36.67047315491015,-76.16651886620735
USA,Norfolk,36.677851494276915,-76.1755795133249
USA,Norfolk,36.68895401503319,-76.1818951588071
USA,Norfolk,36.6972147708829,-76.1840773102206
USA,Norfolk,36.70739116178101,-76.1902861311464
USA,Norfolk,36.71707001540412,-76.19610081166579
USA,Norfolk,36.72485597946071,-76.20098452221305
USA,Norfolk,36.73353850816685,-76.20624983704381
USA,Norfolk,36.74195805825439,-76.21258249401569
USA,Norfolk,36.755188736600424,-76.21536954738868
USA,Norfolk,36.76479514185654,-76.22232470159655
USA,Norfolk,36.771854229368444,-76.22709628503385
USA,Norfolk,36.780946515887614,-76.23316189389476
USA,Norfolk,36.79517808822564,-76.24375168680054
USA,Norfolk,36.80265843643678,-76.24809415437556
USA,Norfolk,36.81270267518039,-76.25307625413986
USA,Norfolk,36.82152048911707,-76.25604249374213
USA,Norfolk,36.836723885877454,-76.25739055751899
USA,Norfolk,36.842780142364376,-76.26136037544487
USA,Norfolk,36.851358833509025,-76.27279856932523
USA,Norfolk,36.85587173885374,-76.28124701642216
USA,Norfolk,36.852880795031545,-76.28748335758125
USA,Norfolk,36.847625111001406,-76.28619445829297
USA,Norfolk,36.84524773829183,-76.29476817843069
USA,Norfolk,36.84378126423625,-76.2876933202099
USA,Norfolk,36.84840903289816,-76.29150266217562
USA,Norfolk,36.86097581556946,-76.28998435348103
