Country,City,Rotated_Latitude,Rotated_Longitude
USA,Kalamazoo,42.29297978222286,-85.57264275412653
USA,Kalamazoo,42.29177832587615,-85.57546698351646
USA,Kalamazoo,42.29063002665744,-85.57719624518097
USA,Kalamazoo,42.289621731635734,-85.57923500292753
USA,Kalamazoo,42.288614004651116,-85.58132252210696
USA,Kalamazoo,42.28771359655389,-85.58366534631259
USA,Kalamazoo,42.286061288963296,-85.58578512758103
USA,Kalamazoo,42.2851706015146,-85.58740263426378
USA,Kalamazoo,42.284206843315545,-85.58911514444878
USA,Kalamazoo,42.28299189864301,-85.591351894422
USA,Kalamazoo,42.28173138662647,-85.59361341569233
USA,Kalamazoo,42.280818980307195,-85.59527485744833
USA,Kalamazoo,42.27992499447853,-85.59735389432585
USA,Kalamazoo,42.27901635015903,-85.59906012276913
USA,Kalamazoo,42.276073384187306,-85.59976036293453
USA,Kalamazoo,42.275122827961425,-85.60151467871609
USA,Kalamazoo,42.274283918010305,-85.60302610952625
USA,Kalamazoo,42.27316227323344,-85.60530235797371
USA,Kalamazoo,42.27205464606047,-85.60748445491144
USA,Kalamazoo,42.27116445619621,-85.60926790662248
USA,Kalamazoo,42.270705099536166,-85.61121339768103
USA,Kalamazoo,42.269204434278976,-85.61316293911065
USA,Kalamazoo,42.26800478595615,-85.61556318532752
USA,Kalamazoo,42.26676719794916,-85.61745115273321
USA,Kalamazoo,42.26609072114352,-85.61929614084467
USA,Kalamazoo,42.26515957704441,-85.62101095764731
USA,Kalamazoo,42.26423144913615,-85.62264844462007
USA,Kalamazoo,42.263137162949164,-85.62421530987942
USA,Kalamazoo,42.26238970863417,-85.62602339008976
USA,Kalamazoo,42.26131909340113,-85.62759242005212
USA,Kalamazoo,42.25877883564395,-85.63236920668406
USA,Kalamazoo,42.25808915711745,-85.63422874521018
USA,Kalamazoo,42.257121175317515,-85.63584099991554
USA,Kalamazoo,42.2563529950298,-85.63751770115475
USA,Kalamazoo,42.25547586459324,-85.6392110115803
USA,Kalamazoo,42.25448854263321,-85.64108371773644
USA,Kalamazoo,42.25350317199956,-85.6428334556352
USA,Kalamazoo,42.25195907316475,-85.64580074139634
USA,Kalamazoo,42.25090439277116,-85.64746484543979
USA,Kalamazoo,42.24991245845901,-85.64960002583506
