Country,City,Rotated_Latitude,Rotated_Longitude
USA,Sioux_Falls,43.54608068691276,-96.71302513647743
USA,Sioux_Falls,43.54274306740953,-96.71125769335484
USA,Sioux_Falls,43.53770572863245,-96.70761094179556
USA,Sioux_Falls,43.53391473531413,-96.7060579804759
USA,Sioux_Falls,43.52955471868109,-96.70322580433562
USA,Sioux_Falls,43.49830628803097,-96.68374992963473
USA,Sioux_Falls,43.49482060756577,-96.6819213702169
USA,Sioux_Falls,43.47841334955543,-96.6718266926276
USA,Sioux_Falls,43.47053122855924,-96.66667154616783
USA,Sioux_Falls,43.46746349691159,-96.66476637143883
USA,Sioux_Falls,43.467574705311925,-96.66496788049992
USA,Sioux_Falls,43.46004035818354,-96.66026626736515
USA,Sioux_Falls,43.45765008132685,-96.65853118903885
USA,Sioux_Falls,43.44509637789507,-96.64946123246527
USA,Sioux_Falls,43.436935026022525,-96.64630696550405
USA,Sioux_Falls,43.416306795033215,-96.62975026958061
USA,Sioux_Falls,43.56188606961946,-96.73663836085139
USA,Sioux_Falls,43.56187598182406,-96.73663875630552
USA,Sioux_Falls,43.56373004570646,-96.73773333865508
USA,Sioux_Falls,43.56901032089156,-96.74098816808987
USA,Sioux_Falls,43.57123830613301,-96.74224317907544
USA,Sioux_Falls,43.57317082808408,-96.74341187607578
USA,Sioux_Falls,43.57505840967093,-96.74357294873954
USA,Sioux_Falls,43.578939469263524,-96.74569227195431
USA,Sioux_Falls,43.580596718951476,-96.74713536166801
USA,Sioux_Falls,43.58385042183258,-96.74890681609068
USA,Sioux_Falls,43.58380796799159,-96.74884838791782
USA,Sioux_Falls,43.591632125221224,-96.75364575174555
USA,Sioux_Falls,43.59477655630666,-96.75872673918884
USA,Sioux_Falls,43.59767586866466,-96.75964009385207
USA,Sioux_Falls,43.60620819632058,-96.76486076435039
USA,Sioux_Falls,43.613115612221875,-96.76717981553706
USA,Sioux_Falls,43.625953466172795,-96.77468805442409
USA,Sioux_Falls,43.6376003990094,-96.78031549730161
USA,Sioux_Falls,43.64806978137627,-96.78684102611668
USA,Sioux_Falls,43.678970153533875,-96.80713625537805
USA,Sioux_Falls,43.68133729336901,-96.8082223544071
USA,Sioux_Falls,43.69867589372191,-96.81912084457467
