Country,City,Rotated_Latitude,Rotated_Longitude
Portugal,Lisbon,38.70858275857299,-9.1410785711833
Portugal,Lisbon,38.7121558258745,-9.143433041412216
Portugal,Lisbon,38.719584588671395,-9.147125927588014
Portugal,Lisbon,38.72319958044059,-9.13825513931928
Portugal,Lisbon,38.72623080660406,-9.153819958301394
Portugal,Lisbon,38.73011390118315,-9.147305566197002
Portugal,Lisbon,38.735033019431214,-9.1493140135230675
Portugal,Lisbon,38.741560210977795,-9.151407173697143
Portugal,Lisbon,38.747514263233406,-9.14769951355396
Portugal,Lisbon,38.75007530181996,-9.142250519944287
Portugal,Lisbon,38.75497803656744,-9.14450877435774
Portugal,Lisbon,38.757107505025814,-9.148167069874066
Portugal,Lisbon,38.762659894524454,-9.146821457037701
Portugal,Lisbon,38.76800381915477,-9.144647889372452
Portugal,Lisbon,38.773507725836836,-9.14341666913417
Portugal,Lisbon,38.77574051606444,-9.14955572201711
Portugal,Lisbon,38.77902473260972,-9.151377935183486
Portugal,Lisbon,38.783557671143534,-9.161087449138812
Portugal,Lisbon,38.78747960491503,-9.15192195659929
Portugal,Lisbon,38.79180782278992,-9.160282251665105
Portugal,Lisbon,38.80129578963033,-9.1575538139059809
Portugal,Lisbon,38.8047346946135,-9.158765152242971
Portugal,Lisbon,38.80691016952135,-9.162428578705361
Portugal,Lisbon,38.810863849237116,-9.166311923746063
Portugal,Lisbon,38.817847793312545,-9.16200034652292
Portugal,Lisbon,38.82116222878417,-9.169809820929336
Portugal,Lisbon,38.82427057490992,-9.170785748366459
Portugal,Lisbon,38.82731598693425,-9.171572692050635
Portugal,Lisbon,38.83479893740296,-9.183259787696812
Portugal,Lisbon,38.837377529960264,-9.178731775144554
Portugal,Lisbon,38.843817133946644,-9.166329497944433
Portugal,Lisbon,38.84965685600294,-9.172784042955914
Portugal,Lisbon,38.75291179133868,-9.19170261418599
Portugal,Lisbon,38.85471634166103,-9.177637500473558
Portugal,Lisbon,38.86495247445868,-9.179426463678531
Portugal,Lisbon,38.86442800129826,-9.18801492814571
Portugal,Lisbon,38.87564406050906,-9.184205053504769
Portugal,Lisbon,38.87564406050906,-9.184205053504769
Portugal,Lisbon,38.88595611107902,-9.192089881381946
Portugal,Lisbon,38.89816778682942,-9.19458998497521
Portugal,Lisbon,38.88595611107902,-9.192089881381946
Portugal,Lisbon,38.90237028997294,-9.197216586644416
Portugal,Lisbon,38.90596198723069,-9.2061715086105
Portugal,Lisbon,38.90939647070689,-9.199564452120528
Portugal,Lisbon,38.910760481482804,-9.187104626575875
Portugal,Lisbon,38.918968234446304,-9.209809489695706
Portugal,Lisbon,38.92368229872999,-9.213621698888451
