Country,City,Rotated_Latitude,Rotated_Longitude
Canada,Ottawa,45.411777736172986,-75.69634767533424
Canada,Ottawa,45.42295048605881,-75.69292965470981
Canada,Ottawa,45.42198011184575,-75.6901849973748
Canada,Ottawa,45.41956223667299,-75.68945028449963
Canada,Ottawa,45.41655007099264,-75.68871114075571
Canada,Ottawa,45.41446667124535,-75.68435309996966
Canada,Ottawa,45.41627431236264,-75.67928552554089
Canada,Ottawa,45.42003568858983,-75.66566490375341
Canada,Ottawa,45.42001053093366,-75.66533786997482
Canada,Ottawa,45.42767446870669,-75.65540779264325
Canada,Ottawa,45.42232671253829,-75.65104010012165
Canada,Ottawa,45.423803718330554,-75.64686351013823
Canada,Ottawa,45.42450122426125,-75.6544573813168
Canada,Ottawa,45.42437179198148,-75.64216208936072
Canada,Ottawa,45.42712863940918,-75.63992906064163
Canada,Ottawa,45.431339660325904,-75.63983279102546
Canada,Ottawa,45.42592304185869,-75.63849430367745
Canada,Ottawa,45.42197721334838,-75.63205096864293
Canada,Ottawa,45.42059796819495,-75.62878914832189
Canada,Ottawa,45.4143783440766,-75.62926760399013
Canada,Ottawa,45.417601126459665,-75.62804581689268
Canada,Ottawa,45.423102269428014,-75.6307307876638
Canada,Ottawa,45.421135504516556,-75.6207963741037
Canada,Ottawa,45.42089643008278,-75.61768855615293
Canada,Ottawa,45.4204054105697,-75.6153733974461
Canada,Ottawa,45.41899456513781,-75.61175294441267
Canada,Ottawa,45.417583632872855,-75.60538039091006
Canada,Ottawa,45.42180712993694,-75.59839286412658
Canada,Ottawa,45.420965912953434,-75.59573656068257
Canada,Ottawa,45.429641755468545,-75.57796978476084
Canada,Ottawa,45.41736842218828,-75.5844733095891
Canada,Ottawa,45.41759858331443,-75.58309760364085
Canada,Ottawa,45.41703649645488,-75.5890111358647
Canada,Ottawa,45.417229847261616,-75.58872145247625
Canada,Ottawa,45.42278046889982,-75.59396616871541
Canada,Ottawa,45.42325436525755,-75.59089577603008
Canada,Ottawa,45.42324930319031,-75.59086908566711
Canada,Ottawa,45.42472332430309,-75.5884529104336
Canada,Ottawa,45.42973969452782,-75.57732637747097
Canada,Ottawa,45.436087125774485,-75.56437638034475
