Country,City,Rotated_Latitude,Rotated_Longitude
Germany,Landshut,48.441985868158184,12.074050215445116
Germany,Landshut,48.441513540775254,12.078194344647173
Germany,Landshut,48.4433740609302,12.078595049966603
Germany,Landshut,48.44739727576917,12.080216759669213
Germany,Landshut,48.448094729019935,12.081820866574313
Germany,Landshut,48.45125867049496,12.083848099748531
Germany,Landshut,48.45316114434257,12.084997096380004
Germany,Landshut,48.456019987209295,12.084864742825411
Germany,Landshut,48.45920151204115,12.0873533769376
Germany,Landshut,48.46370766526046,12.090716973697624
Germany,Landshut,48.46395087230422,12.092537784048499
Germany,Landshut,48.46567738251644,12.09383522864735
Germany,Landshut,48.467297030702014,12.095331370269982
Germany,Landshut,48.46882339081897,12.096677187788575
Germany,Landshut,48.47190864818973,12.098163857542149
Germany,Landshut,48.473992603456246,12.099331945915154
Germany,Landshut,48.47528281857022,12.101681125550622
Germany,Landshut,48.477349447605384,12.103736738459466
Germany,Landshut,48.48020181593179,12.104640173532115
Germany,Landshut,48.48120469967026,12.105477982703189
Germany,Landshut,48.48342685815426,12.106746569188997
Germany,Landshut,48.48566224078063,12.108942261451986
Germany,Landshut,48.48749930997958,12.109990153029504
Germany,Landshut,48.491106222905415,12.111766435424142
Germany,Landshut,48.49257620924133,12.11294101627373
Germany,Landshut,48.49437073574275,12.114817575528251
Germany,Landshut,48.49516377626396,12.116188738075769
Germany,Landshut,48.49853143623159,12.117442279595787
Germany,Landshut,48.50105788457051,12.118961081357302
Germany,Landshut,48.50318931131319,12.121045000751273
Germany,Landshut,48.50330879054108,12.121700610935829
Germany,Landshut,48.50714851926175,12.122898017864008
Germany,Landshut,48.50932668197673,12.125150506973203
Germany,Landshut,48.510871471580856,12.126729691914557
Germany,Landshut,48.512096024920695,12.127628841022267
Germany,Landshut,48.51453554910484,12.128936824873447
Germany,Landshut,48.51610198677781,12.131300185408088
Germany,Landshut,48.51969440636576,12.132491412298382
Germany,Landshut,48.521944632145676,12.133996033160717
Germany,Landshut,48.52439561496201,12.135525079672131
Germany,Landshut,48.52565757890409,12.137451409604642
Germany,Landshut,48.52727115767825,12.138219565539057
Germany,Landshut,48.530581119356086,12.140131568073377
Germany,Landshut,48.53167626115685,12.14116091953727
Germany,Landshut,48.533872357044324,12.142598682679457
Germany,Landshut,48.53691452008964,12.144353574130726
Germany,Landshut,48.538743588427295,12.145430379134512
Germany,Landshut,48.539617612254595,12.146958836641057
Germany,Landshut,48.54129400197316,12.14899984558555
Germany,Landshut,48.54428518045819,12.150076577339831
