UID,Country,City,Mean_Annual_Temperature,Temperature_Seasonality,Range_Annual_Temperature,Annual_Precipitation,Precipitation_Seasonality
Norfolk.1,USA,Norfolk,15.449999809265137,7.676884155273438,30.900001525878906,1216,19.0050048828125
Norfolk.2,USA,Norfolk,15.404166221618652,7.677667236328125,30.80000114440918,1219,18.7899112701416
Norfolk.3,USA,Norfolk,15.370833396911621,7.711103515625,30.899999618530273,1213,18.733516693115234
Norfolk.4,USA,Norfolk,15.3125,7.690286865234375,30.799999237060547,1214,18.603307723999023
Norfolk.5,USA,Norfolk,15.320833206176758,7.703849487304687,30.899999618530273,1211,18.586063385009766
Norfolk.6,USA,Norfolk,15.341666221618652,7.695802612304687,30.80000114440918,1209,18.666751861572266
Norfolk.7,USA,Norfolk,15.337499618530273,7.667259521484375,30.700000762939453,1206,18.54873275756836
Norfolk.8,USA,Norfolk,15.333333015441895,7.666643676757812,30.700000762939453,1206,18.54873275756836
Norfolk.9,USA,Norfolk,15.304166793823242,7.699924926757813,30.700000762939453,1204,18.372394561767578
Norfolk.10,USA,Norfolk,15.279166221618652,7.7084503173828125,30.799999237060547,1204,18.372394561767578
Norfolk.11,USA,Norfolk,15.300000190734863,7.721016235351563,30.899999618530273,1204,18.372394561767578
Norfolk.12,USA,Norfolk,15.304166793823242,7.734234619140625,30.899999618530273,1202,18.220760345458984
Norfolk.13,USA,Norfolk,15.304166793823242,7.7458038330078125,30.899999618530273,1200,18.21253776550293
Norfolk.14,USA,Norfolk,15.320833206176758,7.749793701171875,30.899999618530273,1202,18.088659286499023
Norfolk.15,USA,Norfolk,15.379166603088379,7.7626275634765625,31,1203,17.858030319213867
Norfolk.16,USA,Norfolk,15.383333206176758,7.7497021484375,30.900001525878906,1201,17.884159088134766
Norfolk.17,USA,Norfolk,15.375,7.752374877929688,30.900001525878906,1204,17.764820098876953
Norfolk.18,USA,Norfolk,15.366666793823242,7.7367578125,30.900001525878906,1202,17.791589736938477
Norfolk.19,USA,Norfolk,15.391666412353516,7.722718505859375,30.80000114440918,1202,17.535123825073242
Norfolk.20,USA,Norfolk,15.416666984558105,7.735200805664062,30.80000114440918,1203,17.517107009887695
Norfolk.21,USA,Norfolk,15.570833206176758,7.775206909179688,31,1199,17.326019287109375
Norfolk.22,USA,Norfolk,15.695833206176758,7.818726196289062,31.100000381469727,1198,17.460453033447266
Norfolk.23,USA,Norfolk,15.758333206176758,7.83305419921875,31.100000381469727,1198,17.460453033447266
Norfolk.24,USA,Norfolk,15.858333587646484,7.868372802734375,31.299999237060547,1198,17.321638107299805
Norfolk.25,USA,Norfolk,15.887499809265137,7.89928466796875,31.299999237060547,1198,17.321638107299805
Norfolk.26,USA,Norfolk,15.887499809265137,7.891455078125,31.299999237060547,1196,17.38905143737793
Norfolk.27,USA,Norfolk,15.904166221618652,7.916710205078125,31.399999618530273,1193,17.31884002685547
Norfolk.28,USA,Norfolk,15.899999618530273,7.913653564453125,31.399999618530273,1193,17.31884002685547
Norfolk.29,USA,Norfolk,15.912500381469727,7.9166717529296875,31.399999618530273,1194,17.210819244384766
Norfolk.30,USA,Norfolk,15.908333778381348,7.923034057617188,31.399999618530273,1192,16.91596221923828
Norfolk.31,USA,Norfolk,NA,NA,NA,NA,NA
Norfolk.32,USA,Norfolk,15.920833587646484,7.9396429443359375,31.399999618530273,1188,16.91691017150879
Norfolk.33,USA,Norfolk,15.941666603088379,7.94531982421875,31.399999618530273,1188,16.91691017150879
Norfolk.34,USA,Norfolk,15.966666221618652,7.95988037109375,31.5,1188,16.9652042388916
Norfolk.35,USA,Norfolk,15.979166984558105,7.972522583007812,31.5,1191,16.81094741821289
Norfolk.36,USA,Norfolk,15.975000381469727,7.9685601806640625,31.5,1194,16.695837020874023
Norfolk.37,USA,Norfolk,15.975000381469727,7.9685601806640625,31.5,1194,16.695837020874023
Norfolk.38,USA,Norfolk,15.975000381469727,7.9685601806640625,31.5,1194,16.695837020874023
Norfolk.39,USA,Norfolk,15.933333396911621,7.94810791015625,31.399999618530273,1189,16.974933624267578
