UID,Country,City,Mean_Annual_Temperature,Temperature_Seasonality,Range_Annual_Temperature,Annual_Precipitation,Precipitation_Seasonality
Houston.1,USA,Houston,20.962499618530273,6.38040771484375,27.80000114440918,1230,21.723997116088867
Houston.2,USA,Houston,20.933332443237305,6.359364013671875,27.69999885559082,1230,22.14188003540039
Houston.3,USA,Houston,20.924999237060547,6.36679931640625,27.69999885559082,1222,22.20168685913086
Houston.4,USA,Houston,20.89583396911621,6.402111206054688,27.799999237060547,1219,21.811277389526367
Houston.5,USA,Houston,20.795833587646484,6.38871337890625,27.799999237060547,1207,21.43408203125
Houston.6,USA,Houston,20.795833587646484,6.38871337890625,27.799999237060547,1207,21.43408203125
Houston.7,USA,Houston,20.84583282470703,6.413319091796875,28.100000381469727,1205,21.15828514099121
Houston.8,USA,Houston,20.84166717529297,6.424273681640625,28.200000762939453,1202,21.027088165283203
Houston.9,USA,Houston,20.870832443237305,6.444287719726563,28.500001907348633,1191,20.889795303344727
Houston.10,USA,Houston,20.858333587646484,6.4658135986328125,28.60000228881836,1187,20.68543243408203
Houston.11,USA,Houston,20.858333587646484,6.473261108398438,28.60000228881836,1183,20.70602798461914
Houston.12,USA,Houston,20.825000762939453,6.497919311523438,28.799999237060547,1177,20.609310150146484
Houston.13,USA,Houston,20.80000114440918,6.511563720703125,28.799999237060547,1174,20.5864200592041
Houston.14,USA,Houston,20.758333206176758,6.541470336914062,29,1173,20.34558868408203
Houston.15,USA,Houston,20.674999237060547,6.555029296875,29.000001907348633,1167,20.35218620300293
Houston.16,USA,Houston,20.61250114440918,6.581832275390625,29.10000228881836,1160,20.008586883544922
Houston.17,USA,Houston,20.587499618530273,6.598626708984375,29.299999237060547,1164,19.85331153869629
Houston.18,USA,Houston,20.566667556762695,6.602662353515625,29.299999237060547,1160,19.83637046813965
Houston.19,USA,Houston,20.566667556762695,6.602662353515625,29.299999237060547,1160,19.83637046813965
Houston.20,USA,Houston,20.566667556762695,6.606172485351562,29.499998092651367,1157,19.596742630004883
Houston.21,USA,Houston,20.587499618530273,6.637911987304688,29.700000762939453,1153,19.66402816772461
Houston.22,USA,Houston,20.633333206176758,6.65351318359375,29.799999237060547,1146,20.023439407348633
Houston.23,USA,Houston,20.65416717529297,6.6609259033203125,29.799999237060547,1141,20.411401748657227
Houston.24,USA,Houston,20.670833587646484,6.663041381835938,29.900001525878906,1134,20.119482040405273
Houston.25,USA,Houston,20.625,6.674493408203125,30.000001907348633,1132,20.17862892150879
Houston.26,USA,Houston,20.508333206176758,6.702639770507813,30,1133,20.573436737060547
Houston.27,USA,Houston,20.391666412353516,6.710027465820312,30,1137,20.13416290283203
Houston.28,USA,Houston,20.1875,6.740924072265625,30,1129,20.51363754272461
Houston.29,USA,Houston,20.179166793823242,6.746529541015625,30,1129,20.420289993286133
Houston.30,USA,Houston,19.983333587646484,6.783045043945313,30.30000114440918,1119,21.249677658081055
Houston.31,USA,Houston,19.950000762939453,6.782531127929688,30.400001525878906,1111,20.752599716186523
Houston.32,USA,Houston,19.9375,6.79187744140625,30.5,1108,21.420452117919922
Houston.33,USA,Houston,19.924999237060547,6.79650634765625,30.5,1103,21.624513626098633
Houston.34,USA,Houston,19.887500762939453,6.8071527099609375,30.600000381469727,1101,21.856014251708984
Houston.35,USA,Houston,19.883333206176758,6.812532958984375,30.600000381469727,1097,22.129701614379883
Houston.36,USA,Houston,19.862499237060547,6.849324340820313,30.799999237060547,1090,22.40238380432129
Houston.37,USA,Houston,19.85416603088379,6.856697387695313,30.799999237060547,1091,22.356218338012695
Houston.38,USA,Houston,19.85416603088379,6.856697387695313,30.799999237060547,1084,22.768043518066406
Houston.39,USA,Houston,19.850000381469727,6.882785034179688,31,1083,23.064050674438477
Houston.40,USA,Houston,19.89583396911621,6.885870361328125,31.200000762939453,1069,24.128597259521484
Houston.41,USA,Houston,19.820833206176758,6.896753540039063,31.19999885559082,1077,23.4655704498291
Houston.42,USA,Houston,19.84166717529297,6.942256469726562,31.5,1065,23.987211227416992
Houston.43,USA,Houston,19.875,6.933433837890625,31.5,1068,23.948129653930664
