UID,Country,City,Latitude,Longitude
Reading.1,UK,Reading,51.3851844395904,-1.03645720166832
Reading.2,UK,Reading,51.3851844395904,-1.00945720166832
Reading.3,UK,Reading,51.3851844395904,-0.982457201668321
Reading.4,UK,Reading,51.3851844395904,-0.955457201668321
Reading.5,UK,Reading,51.3851844395904,-0.928457201668321
Reading.6,UK,Reading,51.3851844395904,-0.901457201668321
Reading.7,UK,Reading,51.4121844395904,-1.06345720166832
Reading.8,UK,Reading,51.4121844395904,-1.03645720166832
Reading.9,UK,Reading,51.4121844395904,-1.00945720166832
Reading.10,UK,Reading,51.4121844395904,-0.982457201668321
Reading.11,UK,Reading,51.4121844395904,-0.955457201668321
Reading.12,UK,Reading,51.4121844395904,-0.928457201668321
Reading.13,UK,Reading,51.4121844395904,-0.901457201668321
Reading.14,UK,Reading,51.4121844395904,-0.874457201668321
Reading.15,UK,Reading,51.4391844395904,-1.09045720166832
Reading.16,UK,Reading,51.4391844395904,-1.06345720166832
Reading.17,UK,Reading,51.4391844395904,-1.03645720166832
Reading.18,UK,Reading,51.4391844395904,-1.00945720166832
Reading.19,UK,Reading,51.4391844395904,-0.982457201668321
Reading.20,UK,Reading,51.4391844395904,-0.955457201668321
Reading.21,UK,Reading,51.4391844395904,-0.928457201668321
Reading.22,UK,Reading,51.4391844395904,-0.901457201668321
Reading.23,UK,Reading,51.4391844395904,-0.874457201668321
Reading.24,UK,Reading,51.4391844395904,-0.847457201668321
Reading.25,UK,Reading,51.4661844395904,-1.09045720166832
Reading.26,UK,Reading,51.4661844395904,-1.06345720166832
Reading.27,UK,Reading,51.4661844395904,-1.03645720166832
Reading.28,UK,Reading,51.4661844395904,-1.00945720166832
Reading.29,UK,Reading,51.4661844395904,-0.982457201668321
Reading.30,UK,Reading,51.4661844395904,-0.955457201668321
Reading.31,UK,Reading,51.4661844395904,-0.928457201668321
Reading.32,UK,Reading,51.4661844395904,-0.901457201668321
Reading.33,UK,Reading,51.4661844395904,-0.874457201668321
Reading.34,UK,Reading,51.4661844395904,-0.847457201668321
Reading.35,UK,Reading,51.4931844395904,-1.06345720166832
Reading.36,UK,Reading,51.4931844395904,-1.03645720166832
Reading.37,UK,Reading,51.4931844395904,-1.00945720166832
Reading.38,UK,Reading,51.4931844395904,-0.982457201668321
Reading.39,UK,Reading,51.4931844395904,-0.955457201668321
Reading.40,UK,Reading,51.4931844395904,-0.928457201668321
Reading.41,UK,Reading,51.4931844395904,-0.901457201668321
Reading.42,UK,Reading,51.4931844395904,-0.874457201668321
Reading.43,UK,Reading,51.5201844395904,-1.03645720166832
Reading.44,UK,Reading,51.5201844395904,-1.00945720166832
Reading.45,UK,Reading,51.5201844395904,-0.982457201668321
Reading.46,UK,Reading,51.5201844395904,-0.955457201668321
Reading.47,UK,Reading,51.5201844395904,-0.928457201668321
Reading.48,UK,Reading,51.5201844395904,-0.901457201668321
