UID,Country,City,Latitude,Longitude
Raleigh.1,USA,Raleigh,35.5476775377069,-78.7587451353246
Raleigh.2,USA,Raleigh,35.5476775377069,-78.6737451353246
Raleigh.3,USA,Raleigh,35.5476775377069,-78.5887451353246
Raleigh.4,USA,Raleigh,35.5476775377069,-78.5037451353246
Raleigh.5,USA,Raleigh,35.6326775377069,-78.8437451353246
Raleigh.6,USA,Raleigh,35.6326775377069,-78.7587451353246
Raleigh.7,USA,Raleigh,35.6326775377069,-78.6737451353246
Raleigh.8,USA,Raleigh,35.6326775377069,-78.5887451353246
Raleigh.9,USA,Raleigh,35.6326775377069,-78.5037451353246
Raleigh.10,USA,Raleigh,35.6326775377069,-78.4187451353246
Raleigh.11,USA,Raleigh,35.7176775377069,-78.9287451353246
Raleigh.12,USA,Raleigh,35.7176775377069,-78.8437451353246
Raleigh.13,USA,Raleigh,35.7176775377069,-78.7587451353246
Raleigh.14,USA,Raleigh,35.7176775377069,-78.6737451353246
Raleigh.15,USA,Raleigh,35.7176775377069,-78.5887451353246
Raleigh.16,USA,Raleigh,35.7176775377069,-78.5037451353246
Raleigh.17,USA,Raleigh,35.7176775377069,-78.4187451353246
Raleigh.18,USA,Raleigh,35.7176775377069,-78.3337451353246
Raleigh.19,USA,Raleigh,35.8026775377069,-78.9287451353246
Raleigh.20,USA,Raleigh,35.8026775377069,-78.8437451353246
Raleigh.21,USA,Raleigh,35.8026775377069,-78.7587451353246
Raleigh.22,USA,Raleigh,35.8026775377069,-78.6737451353246
Raleigh.23,USA,Raleigh,35.8026775377069,-78.5887451353246
Raleigh.24,USA,Raleigh,35.8026775377069,-78.5037451353246
Raleigh.25,USA,Raleigh,35.8026775377069,-78.4187451353246
Raleigh.26,USA,Raleigh,35.8026775377069,-78.3337451353246
Raleigh.27,USA,Raleigh,35.8876775377069,-78.9287451353246
Raleigh.28,USA,Raleigh,35.8876775377069,-78.8437451353246
Raleigh.29,USA,Raleigh,35.8876775377069,-78.7587451353246
Raleigh.30,USA,Raleigh,35.8876775377069,-78.6737451353246
Raleigh.31,USA,Raleigh,35.8876775377069,-78.5887451353246
Raleigh.32,USA,Raleigh,35.8876775377069,-78.5037451353246
Raleigh.33,USA,Raleigh,35.8876775377069,-78.4187451353246
Raleigh.34,USA,Raleigh,35.9726775377069,-78.8437451353246
Raleigh.35,USA,Raleigh,35.9726775377069,-78.7587451353246
Raleigh.36,USA,Raleigh,35.9726775377069,-78.6737451353246
Raleigh.37,USA,Raleigh,35.9726775377069,-78.5887451353246
Raleigh.38,USA,Raleigh,35.9726775377069,-78.5037451353246
Raleigh.39,USA,Raleigh,35.9726775377069,-78.4187451353246
