UID,Country,City,GMIS_Mean
Toronto.1,Canada,Toronto,0
Toronto.2,Canada,Toronto,0
Toronto.3,Canada,Toronto,0
Toronto.4,Canada,Toronto,0
Toronto.5,Canada,Toronto,0
Toronto.6,Canada,Toronto,0
Toronto.7,Canada,Toronto,0
Toronto.8,Canada,Toronto,1.5098684210526316
Toronto.9,Canada,Toronto,0
Toronto.10,Canada,Toronto,0
Toronto.11,Canada,Toronto,0
Toronto.12,Canada,Toronto,0
Toronto.13,Canada,Toronto,11.617647058823529
Toronto.14,Canada,Toronto,62.0990099009901
Toronto.15,Canada,Toronto,66.15181518151815
Toronto.16,Canada,Toronto,57.24333333333333
Toronto.17,Canada,Toronto,38.97068403908795
Toronto.18,Canada,Toronto,42.986577181208055
Toronto.19,Canada,Toronto,69.67333333333333
Toronto.20,Canada,Toronto,28.37873754152824
Toronto.21,Canada,Toronto,44.86138613861386
Toronto.22,Canada,Toronto,34.00666666666667
Toronto.23,Canada,Toronto,75.61386138613861
Toronto.24,Canada,Toronto,55.093333333333334
Toronto.25,Canada,Toronto,52.90163934426229
Toronto.26,Canada,Toronto,26.84158415841584
Toronto.27,Canada,Toronto,49.13157894736842
Toronto.28,Canada,Toronto,41.903010033444815
Toronto.29,Canada,Toronto,35.20792079207921
Toronto.30,Canada,Toronto,25.475247524752476
Toronto.31,Canada,Toronto,13.574750830564785
Toronto.32,Canada,Toronto,39.35526315789474
Toronto.33,Canada,Toronto,36.12292358803987
Toronto.34,Canada,Toronto,32.71523178807947
Toronto.35,Canada,Toronto,30.917218543046356
Toronto.36,Canada,Toronto,43.144262295081965
Toronto.37,Canada,Toronto,34.22408026755853
Toronto.38,Canada,Toronto,22.883333333333333
Toronto.39,Canada,Toronto,53.82781456953642
Toronto.40,Canada,Toronto,60.538205980066444
Toronto.41,Canada,Toronto,71.55775577557756
Toronto.42,Canada,Toronto,62.901315789473685
Toronto.43,Canada,Toronto,87.37919463087249
