UID,Country,City,GMIS_Mean
Boston.1,USA,Boston,2.114864864864865
Boston.2,USA,Boston,0
Boston.3,USA,Boston,0
Boston.4,USA,Boston,0.20735785953177258
Boston.5,USA,Boston,0
Boston.6,USA,Boston,0
Boston.7,USA,Boston,0
Boston.8,USA,Boston,0
Boston.9,USA,Boston,0.013559322033898305
Boston.10,USA,Boston,1.9292929292929293
Boston.11,USA,Boston,3.855218855218855
Boston.12,USA,Boston,7.620338983050847
Boston.13,USA,Boston,11.441780821917808
Boston.14,USA,Boston,4.95945945945946
Boston.15,USA,Boston,2.25
Boston.16,USA,Boston,2.271812080536913
Boston.17,USA,Boston,7.425170068027211
Boston.18,USA,Boston,2.76027397260274
Boston.19,USA,Boston,8.006756756756756
Boston.20,USA,Boston,0.46440677966101696
Boston.21,USA,Boston,18.357142857142858
Boston.22,USA,Boston,12.575250836120402
Boston.23,USA,Boston,2.5405405405405403
Boston.24,USA,Boston,11.172881355932203
Boston.25,USA,Boston,50.25342465753425
Boston.26,USA,Boston,47.897260273972606
Boston.27,USA,Boston,56.31525423728814
Boston.28,USA,Boston,51.445945945945944
Boston.29,USA,Boston,58.74074074074074
Boston.30,USA,Boston,52.013468013468014
Boston.31,USA,Boston,85.09246575342466
Boston.32,USA,Boston,65.89527027027027
Boston.33,USA,Boston,78.12627986348123
Boston.34,USA,Boston,52.0472972972973
Boston.35,USA,Boston,50.63422818791946
Boston.36,USA,Boston,72.81543624161074
Boston.37,USA,Boston,52.36363636363637
Boston.38,USA,Boston,0
Boston.39,USA,Boston,0.28619528619528617
Boston.40,USA,Boston,0.5151515151515151
Boston.41,USA,Boston,0.3515358361774744
Boston.42,USA,Boston,0
Boston.43,USA,Boston,1.0336700336700337
Boston.44,USA,Boston,0.12751677852348994
