UID,Country,City,GMIS_Mean
Quito.1,Ecuador,Quito,0
Quito.2,Ecuador,Quito,0
Quito.3,Ecuador,Quito,0
Quito.4,Ecuador,Quito,0
Quito.5,Ecuador,Quito,0
Quito.6,Ecuador,Quito,0
Quito.7,Ecuador,Quito,0
Quito.8,Ecuador,Quito,0
Quito.9,Ecuador,Quito,0
Quito.10,Ecuador,Quito,0
Quito.11,Ecuador,Quito,0
Quito.12,Ecuador,Quito,0
Quito.13,Ecuador,Quito,0
Quito.14,Ecuador,Quito,0
Quito.15,Ecuador,Quito,3.8
Quito.16,Ecuador,Quito,0
Quito.17,Ecuador,Quito,0
Quito.18,Ecuador,Quito,51.47663551401869
Quito.19,Ecuador,Quito,38.663677130044846
Quito.20,Ecuador,Quito,86.42533936651584
Quito.21,Ecuador,Quito,93.96363636363637
Quito.22,Ecuador,Quito,89.5972850678733
Quito.23,Ecuador,Quito,83.4337899543379
Quito.24,Ecuador,Quito,64.62272727272727
Quito.25,Ecuador,Quito,82.78280542986425
Quito.26,Ecuador,Quito,62.97285067873303
Quito.27,Ecuador,Quito,96.38914027149322
Quito.28,Ecuador,Quito,45.154545454545456
Quito.29,Ecuador,Quito,96.93607305936074
Quito.30,Ecuador,Quito,91.19004524886878
Quito.31,Ecuador,Quito,98.68036529680366
Quito.32,Ecuador,Quito,83.05
Quito.33,Ecuador,Quito,70.55045871559633
Quito.34,Ecuador,Quito,29.12727272727273
Quito.35,Ecuador,Quito,27.201834862385322
Quito.36,Ecuador,Quito,38.72727272727273
Quito.37,Ecuador,Quito,36.633484162895925
Quito.38,Ecuador,Quito,39.22727272727273
Quito.39,Ecuador,Quito,27.986363636363638
Quito.40,Ecuador,Quito,10.059090909090909
Quito.41,Ecuador,Quito,11.153846153846153
