UID,Country,City,GMIS_Mean
Bern.1,Switzerland,Bern,0
Bern.2,Switzerland,Bern,0
Bern.3,Switzerland,Bern,0
Bern.4,Switzerland,Bern,0
Bern.5,Switzerland,Bern,0
Bern.6,Switzerland,Bern,0
Bern.7,Switzerland,Bern,0
Bern.8,Switzerland,Bern,0
Bern.9,Switzerland,Bern,0
Bern.10,Switzerland,Bern,1.4764890282131662
Bern.11,Switzerland,Bern,0.34365325077399383
Bern.12,Switzerland,Bern,0
Bern.13,Switzerland,Bern,0
Bern.14,Switzerland,Bern,0
Bern.15,Switzerland,Bern,0
Bern.16,Switzerland,Bern,0
Bern.17,Switzerland,Bern,0
Bern.18,Switzerland,Bern,0
Bern.19,Switzerland,Bern,0.009375
Bern.20,Switzerland,Bern,0
Bern.21,Switzerland,Bern,3.0411392405063293
Bern.22,Switzerland,Bern,15.848101265822784
Bern.23,Switzerland,Bern,23.455696202531644
Bern.24,Switzerland,Bern,22.561904761904763
Bern.25,Switzerland,Bern,19.853125
Bern.26,Switzerland,Bern,24.91640866873065
Bern.27,Switzerland,Bern,11.19375
Bern.28,Switzerland,Bern,11.186708860759493
Bern.29,Switzerland,Bern,17.962382445141067
Bern.30,Switzerland,Bern,13.862068965517242
Bern.31,Switzerland,Bern,11.773291925465838
Bern.32,Switzerland,Bern,7.065217391304348
Bern.33,Switzerland,Bern,2.3447204968944098
Bern.34,Switzerland,Bern,27.00315457413249
Bern.35,Switzerland,Bern,49.075949367088604
Bern.36,Switzerland,Bern,38.725
Bern.37,Switzerland,Bern,54.49844236760124
Bern.38,Switzerland,Bern,30.968652037617556
Bern.39,Switzerland,Bern,32.78637770897833
Bern.40,Switzerland,Bern,33.234920634920634
