UID,Country,City,GMIS_Mean
Shanghai.1,China,Shanghai,89.75294117647059
Shanghai.2,China,Shanghai,93.58498023715416
Shanghai.3,China,Shanghai,69.90272373540856
Shanghai.4,China,Shanghai,56.24803149606299
Shanghai.5,China,Shanghai,89.453125
Shanghai.6,China,Shanghai,51.65625
Shanghai.7,China,Shanghai,0.21484375
Shanghai.8,China,Shanghai,0
Shanghai.9,China,Shanghai,0
Shanghai.10,China,Shanghai,0
Shanghai.11,China,Shanghai,3.9960629921259843
Shanghai.12,China,Shanghai,6.940944881889764
Shanghai.13,China,Shanghai,0.0234375
Shanghai.14,China,Shanghai,0
Shanghai.15,China,Shanghai,0
Shanghai.16,China,Shanghai,0
Shanghai.17,China,Shanghai,0
Shanghai.18,China,Shanghai,17.805555555555557
Shanghai.19,China,Shanghai,64.23255813953489
Shanghai.20,China,Shanghai,63.64478764478765
Shanghai.21,China,Shanghai,58.41860465116279
Shanghai.22,China,Shanghai,63.60236220472441
Shanghai.23,China,Shanghai,23.84313725490196
Shanghai.24,China,Shanghai,41.242063492063494
Shanghai.25,China,Shanghai,71.6423076923077
Shanghai.26,China,Shanghai,78.5
Shanghai.27,China,Shanghai,13.15079365079365
Shanghai.28,China,Shanghai,58.39147286821706
Shanghai.29,China,Shanghai,40.696850393700785
Shanghai.30,China,Shanghai,46.15625
Shanghai.31,China,Shanghai,64.359375
Shanghai.32,China,Shanghai,56.26953125
Shanghai.33,China,Shanghai,34.209486166007906
Shanghai.34,China,Shanghai,68.88582677165354
Shanghai.35,China,Shanghai,67.03149606299213
Shanghai.36,China,Shanghai,65.2292490118577
Shanghai.37,China,Shanghai,70.21653543307086
Shanghai.38,China,Shanghai,42.77165354330709
Shanghai.39,China,Shanghai,55.27450980392157
Shanghai.40,China,Shanghai,76.5748031496063
Shanghai.41,China,Shanghai,77.13833992094861
