UID,Country,City,GMIS_Mean
Charlotte.1,USA,Charlotte,53.095940959409596
Charlotte.2,USA,Charlotte,40.98501872659176
Charlotte.3,USA,Charlotte,62.70522388059702
Charlotte.4,USA,Charlotte,76.57407407407408
Charlotte.5,USA,Charlotte,64.81203007518798
Charlotte.6,USA,Charlotte,83.70522388059702
Charlotte.7,USA,Charlotte,72.89219330855019
Charlotte.8,USA,Charlotte,88.08988764044943
Charlotte.9,USA,Charlotte,10.630597014925373
Charlotte.10,USA,Charlotte,40.17164179104478
Charlotte.11,USA,Charlotte,5.473880597014926
Charlotte.12,USA,Charlotte,5.853383458646617
Charlotte.13,USA,Charlotte,14.920454545454545
Charlotte.14,USA,Charlotte,6.712686567164179
Charlotte.15,USA,Charlotte,47.11610486891386
Charlotte.16,USA,Charlotte,2.5037593984962405
Charlotte.17,USA,Charlotte,2.853932584269663
Charlotte.18,USA,Charlotte,7.200743494423792
Charlotte.19,USA,Charlotte,6.895522388059701
Charlotte.20,USA,Charlotte,17.149812734082396
Charlotte.21,USA,Charlotte,24.977186311787072
Charlotte.22,USA,Charlotte,6.616541353383458
Charlotte.23,USA,Charlotte,20.54681647940075
Charlotte.24,USA,Charlotte,31.98884758364312
Charlotte.25,USA,Charlotte,46.242537313432834
Charlotte.26,USA,Charlotte,2.007380073800738
Charlotte.27,USA,Charlotte,0.16104868913857678
Charlotte.28,USA,Charlotte,0
Charlotte.29,USA,Charlotte,0
Charlotte.30,USA,Charlotte,14.162878787878787
Charlotte.31,USA,Charlotte,0.5205992509363296
Charlotte.32,USA,Charlotte,0.007462686567164179
Charlotte.33,USA,Charlotte,0
Charlotte.34,USA,Charlotte,2.168539325842697
Charlotte.35,USA,Charlotte,2.5805243445692883
Charlotte.36,USA,Charlotte,0
Charlotte.37,USA,Charlotte,0
Charlotte.38,USA,Charlotte,0
Charlotte.39,USA,Charlotte,0
