UID,Country,City,GMIS_Mean
Palmerston_North.1,New Zealand,Palmerston_North,30.224561403508773
Palmerston_North.2,New Zealand,Palmerston_North,31.228070175438596
Palmerston_North.3,New Zealand,Palmerston_North,73.61774744027304
Palmerston_North.4,New Zealand,Palmerston_North,38.25
Palmerston_North.5,New Zealand,Palmerston_North,66
Palmerston_North.6,New Zealand,Palmerston_North,82.31448763250883
Palmerston_North.7,New Zealand,Palmerston_North,83.25964912280702
Palmerston_North.8,New Zealand,Palmerston_North,84.36491228070176
Palmerston_North.9,New Zealand,Palmerston_North,45.694736842105264
Palmerston_North.10,New Zealand,Palmerston_North,83.20979020979021
Palmerston_North.11,New Zealand,Palmerston_North,70.72183098591549
Palmerston_North.12,New Zealand,Palmerston_North,58.34965034965035
Palmerston_North.13,New Zealand,Palmerston_North,34.7887323943662
Palmerston_North.14,New Zealand,Palmerston_North,19.306620209059233
Palmerston_North.15,New Zealand,Palmerston_North,17.778947368421054
Palmerston_North.16,New Zealand,Palmerston_North,6.696245733788396
Palmerston_North.17,New Zealand,Palmerston_North,22.475524475524477
Palmerston_North.18,New Zealand,Palmerston_North,14.737024221453288
Palmerston_North.19,New Zealand,Palmerston_North,14.941780821917808
Palmerston_North.20,New Zealand,Palmerston_North,20.772108843537413
Palmerston_North.21,New Zealand,Palmerston_North,6.080701754385965
Palmerston_North.22,New Zealand,Palmerston_North,0
Palmerston_North.23,New Zealand,Palmerston_North,0.7777777777777778
Palmerston_North.24,New Zealand,Palmerston_North,0
Palmerston_North.25,New Zealand,Palmerston_North,34.7887323943662
Palmerston_North.26,New Zealand,Palmerston_North,0
Palmerston_North.27,New Zealand,Palmerston_North,10.048951048951048
Palmerston_North.28,New Zealand,Palmerston_North,3.278169014084507
Palmerston_North.29,New Zealand,Palmerston_North,0.8426573426573427
Palmerston_North.30,New Zealand,Palmerston_North,0
Palmerston_North.31,New Zealand,Palmerston_North,0
Palmerston_North.32,New Zealand,Palmerston_North,0
Palmerston_North.33,New Zealand,Palmerston_North,0
Palmerston_North.34,New Zealand,Palmerston_North,0
Palmerston_North.35,New Zealand,Palmerston_North,0
Palmerston_North.36,New Zealand,Palmerston_North,0
Palmerston_North.37,New Zealand,Palmerston_North,0
Palmerston_North.38,New Zealand,Palmerston_North,0
Palmerston_North.39,New Zealand,Palmerston_North,0
Palmerston_North.40,New Zealand,Palmerston_North,0
