UID,Country,City,HII
Los_Angeles.1,USA,Los_Angeles,44
Los_Angeles.2,USA,Los_Angeles,38
Los_Angeles.3,USA,Los_Angeles,56
Los_Angeles.4,USA,Los_Angeles,56
Los_Angeles.5,USA,Los_Angeles,38
Los_Angeles.6,USA,Los_Angeles,56
Los_Angeles.7,USA,Los_Angeles,48
Los_Angeles.8,USA,Los_Angeles,38
Los_Angeles.9,USA,Los_Angeles,30
Los_Angeles.10,USA,Los_Angeles,4
Los_Angeles.11,USA,Los_Angeles,42
Los_Angeles.12,USA,Los_Angeles,56
Los_Angeles.13,USA,Los_Angeles,50
Los_Angeles.14,USA,Los_Angeles,14
Los_Angeles.15,USA,Los_Angeles,52
Los_Angeles.16,USA,Los_Angeles,56
Los_Angeles.17,USA,Los_Angeles,42
Los_Angeles.18,USA,Los_Angeles,52
Los_Angeles.19,USA,Los_Angeles,48
Los_Angeles.20,USA,Los_Angeles,48
Los_Angeles.21,USA,Los_Angeles,52
Los_Angeles.22,USA,Los_Angeles,21
Los_Angeles.23,USA,Los_Angeles,48
Los_Angeles.24,USA,Los_Angeles,34
Los_Angeles.25,USA,Los_Angeles,52
Los_Angeles.26,USA,Los_Angeles,48
Los_Angeles.27,USA,Los_Angeles,44
Los_Angeles.28,USA,Los_Angeles,38
Los_Angeles.29,USA,Los_Angeles,38
Los_Angeles.30,USA,Los_Angeles,60
Los_Angeles.31,USA,Los_Angeles,38
Los_Angeles.32,USA,Los_Angeles,46
Los_Angeles.33,USA,Los_Angeles,52
Los_Angeles.34,USA,Los_Angeles,50
Los_Angeles.35,USA,Los_Angeles,56
Los_Angeles.36,USA,Los_Angeles,60
Los_Angeles.37,USA,Los_Angeles,42
Los_Angeles.38,USA,Los_Angeles,56
Los_Angeles.39,USA,Los_Angeles,46
Los_Angeles.40,USA,Los_Angeles,48
Los_Angeles.41,USA,Los_Angeles,1
Los_Angeles.42,USA,Los_Angeles,48
