UID,Country,City,HII
Pittsburgh.1,USA,Pittsburgh,56
Pittsburgh.2,USA,Pittsburgh,56
Pittsburgh.3,USA,Pittsburgh,18
Pittsburgh.4,USA,Pittsburgh,60
Pittsburgh.5,USA,Pittsburgh,18
Pittsburgh.6,USA,Pittsburgh,18
Pittsburgh.7,USA,Pittsburgh,46
Pittsburgh.8,USA,Pittsburgh,28
Pittsburgh.9,USA,Pittsburgh,34
Pittsburgh.10,USA,Pittsburgh,42
Pittsburgh.11,USA,Pittsburgh,34
Pittsburgh.12,USA,Pittsburgh,26
Pittsburgh.13,USA,Pittsburgh,27
Pittsburgh.14,USA,Pittsburgh,50
Pittsburgh.15,USA,Pittsburgh,60
Pittsburgh.16,USA,Pittsburgh,46
Pittsburgh.17,USA,Pittsburgh,42
Pittsburgh.18,USA,Pittsburgh,26
Pittsburgh.19,USA,Pittsburgh,30
Pittsburgh.20,USA,Pittsburgh,26
Pittsburgh.21,USA,Pittsburgh,50
Pittsburgh.22,USA,Pittsburgh,56
Pittsburgh.23,USA,Pittsburgh,14
Pittsburgh.24,USA,Pittsburgh,52
Pittsburgh.25,USA,Pittsburgh,38
Pittsburgh.26,USA,Pittsburgh,46
Pittsburgh.27,USA,Pittsburgh,22
Pittsburgh.28,USA,Pittsburgh,39
Pittsburgh.29,USA,Pittsburgh,38
Pittsburgh.30,USA,Pittsburgh,30
Pittsburgh.31,USA,Pittsburgh,18
Pittsburgh.32,USA,Pittsburgh,56
Pittsburgh.33,USA,Pittsburgh,38
Pittsburgh.34,USA,Pittsburgh,26
Pittsburgh.35,USA,Pittsburgh,40
Pittsburgh.36,USA,Pittsburgh,24
Pittsburgh.37,USA,Pittsburgh,26
Pittsburgh.38,USA,Pittsburgh,30
Pittsburgh.39,USA,Pittsburgh,22
Pittsburgh.40,USA,Pittsburgh,54
