UID,Country,City,HII
Melbourne.1,Australia,Melbourne,18
Melbourne.2,Australia,Melbourne,18
Melbourne.3,Australia,Melbourne,22
Melbourne.4,Australia,Melbourne,9
Melbourne.5,Australia,Melbourne,60
Melbourne.6,Australia,Melbourne,46
Melbourne.7,Australia,Melbourne,14
Melbourne.8,Australia,Melbourne,46
Melbourne.9,Australia,Melbourne,27
Melbourne.10,Australia,Melbourne,30
Melbourne.11,Australia,Melbourne,18
Melbourne.12,Australia,Melbourne,48
Melbourne.13,Australia,Melbourne,14
Melbourne.14,Australia,Melbourne,60
Melbourne.15,Australia,Melbourne,22
Melbourne.16,Australia,Melbourne,14
Melbourne.17,Australia,Melbourne,28
Melbourne.18,Australia,Melbourne,18
Melbourne.19,Australia,Melbourne,48
Melbourne.20,Australia,Melbourne,14
Melbourne.21,Australia,Melbourne,14
Melbourne.22,Australia,Melbourne,14
Melbourne.23,Australia,Melbourne,18
Melbourne.24,Australia,Melbourne,14
Melbourne.25,Australia,Melbourne,14
Melbourne.26,Australia,Melbourne,18
Melbourne.27,Australia,Melbourne,34
Melbourne.28,Australia,Melbourne,22
Melbourne.29,Australia,Melbourne,39
Melbourne.30,Australia,Melbourne,26
Melbourne.31,Australia,Melbourne,30
Melbourne.32,Australia,Melbourne,26
Melbourne.33,Australia,Melbourne,44
Melbourne.34,Australia,Melbourne,52
