UID,Country,City,HII
Seattle.1,USA,Seattle,50
Seattle.2,USA,Seattle,38
Seattle.3,USA,Seattle,18
Seattle.4,USA,Seattle,26
Seattle.5,USA,Seattle,30
Seattle.6,USA,Seattle,28
Seattle.7,USA,Seattle,25
Seattle.8,USA,Seattle,26
Seattle.9,USA,Seattle,38
Seattle.10,USA,Seattle,26
Seattle.11,USA,Seattle,6
Seattle.12,USA,Seattle,14
Seattle.13,USA,Seattle,22
Seattle.14,USA,Seattle,42
Seattle.15,USA,Seattle,46
Seattle.16,USA,Seattle,18
Seattle.17,USA,Seattle,42
Seattle.18,USA,Seattle,48
Seattle.19,USA,Seattle,14
Seattle.20,USA,Seattle,60
Seattle.21,USA,Seattle,46
Seattle.22,USA,Seattle,46
Seattle.23,USA,Seattle,60
Seattle.24,USA,Seattle,18
Seattle.25,USA,Seattle,18
Seattle.26,USA,Seattle,40
Seattle.27,USA,Seattle,42
Seattle.28,USA,Seattle,10
Seattle.29,USA,Seattle,42
Seattle.30,USA,Seattle,34
Seattle.31,USA,Seattle,46
Seattle.32,USA,Seattle,18
Seattle.33,USA,Seattle,28
Seattle.34,USA,Seattle,30
Seattle.35,USA,Seattle,14
Seattle.36,USA,Seattle,52
Seattle.37,USA,Seattle,58
Seattle.38,USA,Seattle,42
Seattle.39,USA,Seattle,58
Seattle.40,USA,Seattle,39
Seattle.41,USA,Seattle,34
Seattle.42,USA,Seattle,33
Seattle.43,USA,Seattle,42
Seattle.44,USA,Seattle,NA
Seattle.45,USA,Seattle,50
Seattle.46,USA,Seattle,46
Seattle.47,USA,Seattle,28
