UID,Country,City,HII
Almada.1,Portugal,Almada,58
Almada.2,Portugal,Almada,50
Almada.3,Portugal,Almada,50
Almada.4,Portugal,Almada,60
Almada.5,Portugal,Almada,50
Almada.6,Portugal,Almada,60
Almada.7,Portugal,Almada,46
Almada.8,Portugal,Almada,34
Almada.9,Portugal,Almada,46
Almada.10,Portugal,Almada,50
Almada.11,Portugal,Almada,50
Almada.12,Portugal,Almada,48
Almada.13,Portugal,Almada,42
Almada.14,Portugal,Almada,50
Almada.15,Portugal,Almada,52
Almada.16,Portugal,Almada,18
Almada.17,Portugal,Almada,58
Almada.18,Portugal,Almada,52
Almada.19,Portugal,Almada,21
Almada.20,Portugal,Almada,60
Almada.21,Portugal,Almada,58
Almada.22,Portugal,Almada,NA
Almada.23,Portugal,Almada,46
Almada.24,Portugal,Almada,42
Almada.25,Portugal,Almada,46
Almada.26,Portugal,Almada,50
Almada.27,Portugal,Almada,60
Almada.28,Portugal,Almada,28
Almada.29,Portugal,Almada,58
Almada.30,Portugal,Almada,42
Almada.31,Portugal,Almada,48
Almada.32,Portugal,Almada,50
Almada.33,Portugal,Almada,60
Almada.34,Portugal,Almada,28
Almada.35,Portugal,Almada,50
Almada.36,Portugal,Almada,50
Almada.37,Portugal,Almada,58
Almada.38,Portugal,Almada,NA
