UID,Country,City,HII
Atlantic_City.1,USA,Atlantic_City,42
Atlantic_City.2,USA,Atlantic_City,22
Atlantic_City.3,USA,Atlantic_City,28
Atlantic_City.4,USA,Atlantic_City,31
Atlantic_City.5,USA,Atlantic_City,18
Atlantic_City.6,USA,Atlantic_City,18
Atlantic_City.7,USA,Atlantic_City,42
Atlantic_City.8,USA,Atlantic_City,27
Atlantic_City.9,USA,Atlantic_City,33
Atlantic_City.10,USA,Atlantic_City,39
Atlantic_City.11,USA,Atlantic_City,31
Atlantic_City.12,USA,Atlantic_City,18
Atlantic_City.13,USA,Atlantic_City,18
Atlantic_City.14,USA,Atlantic_City,NA
Atlantic_City.15,USA,Atlantic_City,42
Atlantic_City.16,USA,Atlantic_City,18
Atlantic_City.17,USA,Atlantic_City,14
Atlantic_City.18,USA,Atlantic_City,42
Atlantic_City.19,USA,Atlantic_City,42
Atlantic_City.20,USA,Atlantic_City,18
Atlantic_City.21,USA,Atlantic_City,18
Atlantic_City.22,USA,Atlantic_City,18
Atlantic_City.23,USA,Atlantic_City,34
Atlantic_City.24,USA,Atlantic_City,NA
Atlantic_City.25,USA,Atlantic_City,42
Atlantic_City.26,USA,Atlantic_City,14
Atlantic_City.27,USA,Atlantic_City,52
Atlantic_City.28,USA,Atlantic_City,31
Atlantic_City.29,USA,Atlantic_City,34
Atlantic_City.30,USA,Atlantic_City,50
Atlantic_City.31,USA,Atlantic_City,26
Atlantic_City.32,USA,Atlantic_City,6
Atlantic_City.33,USA,Atlantic_City,35
Atlantic_City.34,USA,Atlantic_City,38
