UID,Country,City,HII
Latacunga.1,Ecuador,Latacunga,31
Latacunga.2,Ecuador,Latacunga,22
Latacunga.3,Ecuador,Latacunga,32
Latacunga.4,Ecuador,Latacunga,14
Latacunga.5,Ecuador,Latacunga,21
Latacunga.6,Ecuador,Latacunga,18
Latacunga.7,Ecuador,Latacunga,25
Latacunga.8,Ecuador,Latacunga,38
Latacunga.9,Ecuador,Latacunga,26
Latacunga.10,Ecuador,Latacunga,18
Latacunga.11,Ecuador,Latacunga,25
Latacunga.12,Ecuador,Latacunga,18
Latacunga.13,Ecuador,Latacunga,25
Latacunga.14,Ecuador,Latacunga,49
Latacunga.15,Ecuador,Latacunga,17
Latacunga.16,Ecuador,Latacunga,18
Latacunga.17,Ecuador,Latacunga,18
Latacunga.18,Ecuador,Latacunga,18
Latacunga.19,Ecuador,Latacunga,26
Latacunga.20,Ecuador,Latacunga,18
Latacunga.21,Ecuador,Latacunga,26
Latacunga.22,Ecuador,Latacunga,21
Latacunga.23,Ecuador,Latacunga,22
Latacunga.24,Ecuador,Latacunga,36
Latacunga.25,Ecuador,Latacunga,14
Latacunga.26,Ecuador,Latacunga,18
Latacunga.27,Ecuador,Latacunga,36
Latacunga.28,Ecuador,Latacunga,18
Latacunga.29,Ecuador,Latacunga,21
Latacunga.30,Ecuador,Latacunga,21
Latacunga.31,Ecuador,Latacunga,18
Latacunga.32,Ecuador,Latacunga,18
Latacunga.33,Ecuador,Latacunga,18
Latacunga.34,Ecuador,Latacunga,33
Latacunga.35,Ecuador,Latacunga,18
Latacunga.36,Ecuador,Latacunga,21
Latacunga.37,Ecuador,Latacunga,18
Latacunga.38,Ecuador,Latacunga,25
Latacunga.39,Ecuador,Latacunga,22
Latacunga.40,Ecuador,Latacunga,21
