UID,Country,City,HII
Kyoto.1,Japan,Kyoto,31
Kyoto.2,Japan,Kyoto,18
Kyoto.3,Japan,Kyoto,14
Kyoto.4,Japan,Kyoto,58
Kyoto.5,Japan,Kyoto,50
Kyoto.6,Japan,Kyoto,54
Kyoto.7,Japan,Kyoto,28
Kyoto.8,Japan,Kyoto,18
Kyoto.9,Japan,Kyoto,50
Kyoto.10,Japan,Kyoto,18
Kyoto.11,Japan,Kyoto,46
Kyoto.12,Japan,Kyoto,50
Kyoto.13,Japan,Kyoto,14
Kyoto.14,Japan,Kyoto,31
Kyoto.15,Japan,Kyoto,58
Kyoto.16,Japan,Kyoto,42
Kyoto.17,Japan,Kyoto,46
Kyoto.18,Japan,Kyoto,18
Kyoto.19,Japan,Kyoto,21
Kyoto.20,Japan,Kyoto,18
Kyoto.21,Japan,Kyoto,18
Kyoto.22,Japan,Kyoto,46
Kyoto.23,Japan,Kyoto,22
Kyoto.24,Japan,Kyoto,58
Kyoto.25,Japan,Kyoto,62
Kyoto.26,Japan,Kyoto,50
Kyoto.27,Japan,Kyoto,14
Kyoto.28,Japan,Kyoto,58
Kyoto.29,Japan,Kyoto,18
Kyoto.30,Japan,Kyoto,42
Kyoto.31,Japan,Kyoto,58
Kyoto.32,Japan,Kyoto,18
Kyoto.33,Japan,Kyoto,34
Kyoto.34,Japan,Kyoto,42
Kyoto.35,Japan,Kyoto,18
Kyoto.36,Japan,Kyoto,58
Kyoto.37,Japan,Kyoto,43
Kyoto.38,Japan,Kyoto,18
Kyoto.39,Japan,Kyoto,42
Kyoto.40,Japan,Kyoto,18
Kyoto.41,Japan,Kyoto,50
Kyoto.42,Japan,Kyoto,38
Kyoto.43,Japan,Kyoto,58
Kyoto.44,Japan,Kyoto,21
