UID,Country,City,HII
Waterloo.1,Canada,Waterloo,50
Waterloo.2,Canada,Waterloo,58
Waterloo.3,Canada,Waterloo,58
Waterloo.4,Canada,Waterloo,54
Waterloo.5,Canada,Waterloo,46
Waterloo.6,Canada,Waterloo,60
Waterloo.7,Canada,Waterloo,42
Waterloo.8,Canada,Waterloo,46
Waterloo.9,Canada,Waterloo,54
Waterloo.10,Canada,Waterloo,58
Waterloo.11,Canada,Waterloo,46
Waterloo.12,Canada,Waterloo,42
Waterloo.13,Canada,Waterloo,58
Waterloo.14,Canada,Waterloo,39
Waterloo.15,Canada,Waterloo,60
Waterloo.16,Canada,Waterloo,58
Waterloo.17,Canada,Waterloo,56
Waterloo.18,Canada,Waterloo,46
Waterloo.19,Canada,Waterloo,60
Waterloo.20,Canada,Waterloo,42
Waterloo.21,Canada,Waterloo,60
Waterloo.22,Canada,Waterloo,58
Waterloo.23,Canada,Waterloo,39
Waterloo.24,Canada,Waterloo,52
Waterloo.25,Canada,Waterloo,60
Waterloo.26,Canada,Waterloo,46
Waterloo.27,Canada,Waterloo,56
Waterloo.28,Canada,Waterloo,58
Waterloo.29,Canada,Waterloo,46
Waterloo.30,Canada,Waterloo,58
