UID,Country,City,HII
Rochester.1,USA,Rochester,36
Rochester.2,USA,Rochester,50
Rochester.3,USA,Rochester,60
Rochester.4,USA,Rochester,50
Rochester.5,USA,Rochester,56
Rochester.6,USA,Rochester,38
Rochester.7,USA,Rochester,46
Rochester.8,USA,Rochester,60
Rochester.9,USA,Rochester,60
Rochester.10,USA,Rochester,38
Rochester.11,USA,Rochester,51
Rochester.12,USA,Rochester,35
Rochester.13,USA,Rochester,60
Rochester.14,USA,Rochester,31
Rochester.15,USA,Rochester,52
Rochester.16,USA,Rochester,43
Rochester.17,USA,Rochester,52
Rochester.18,USA,Rochester,42
Rochester.19,USA,Rochester,36
Rochester.20,USA,Rochester,38
Rochester.21,USA,Rochester,52
Rochester.22,USA,Rochester,52
Rochester.23,USA,Rochester,48
Rochester.24,USA,Rochester,60
Rochester.25,USA,Rochester,42
Rochester.26,USA,Rochester,48
Rochester.27,USA,Rochester,42
Rochester.28,USA,Rochester,60
Rochester.29,USA,Rochester,60
Rochester.30,USA,Rochester,52
Rochester.31,USA,Rochester,47
Rochester.32,USA,Rochester,18
