UID,Country,City,Distance
Wollongong.1,Australia,Wollongong,0.15460200715039868
Wollongong.2,Australia,Wollongong,0.3078290580543806
Wollongong.3,Australia,Wollongong,0.764988464959553
Wollongong.4,Australia,Wollongong,1.1739401169336579
Wollongong.5,Australia,Wollongong,1.6095461356134357
Wollongong.6,Australia,Wollongong,2.0509064233214134
Wollongong.7,Australia,Wollongong,2.470634151204516
Wollongong.8,Australia,Wollongong,2.9338091049686725
Wollongong.9,Australia,Wollongong,3.381151116761511
Wollongong.10,Australia,Wollongong,3.993149578227486
Wollongong.11,Australia,Wollongong,4.304341618013886
Wollongong.12,Australia,Wollongong,4.704189052458466
Wollongong.13,Australia,Wollongong,5.223101048695113
Wollongong.14,Australia,Wollongong,5.617457263434178
Wollongong.15,Australia,Wollongong,6.025652634465201
Wollongong.16,Australia,Wollongong,6.4694383680600716
Wollongong.17,Australia,Wollongong,6.934569318444038
Wollongong.18,Australia,Wollongong,7.380512988858595
Wollongong.19,Australia,Wollongong,7.823315315255159
Wollongong.20,Australia,Wollongong,8.230109751447126
Wollongong.21,Australia,Wollongong,8.732265633956398
Wollongong.22,Australia,Wollongong,9.288684050913384
Wollongong.23,Australia,Wollongong,9.41523802659778
Wollongong.24,Australia,Wollongong,10.106135668452767
Wollongong.25,Australia,Wollongong,10.409254958638467
Wollongong.26,Australia,Wollongong,10.982436886625582
Wollongong.27,Australia,Wollongong,11.305720016663093
Wollongong.28,Australia,Wollongong,11.818599481423195
Wollongong.29,Australia,Wollongong,12.294512496782612
Wollongong.30,Australia,Wollongong,12.67105798036699
Wollongong.31,Australia,Wollongong,13.176593116924945
Wollongong.32,Australia,Wollongong,13.303347316959993
Wollongong.33,Australia,Wollongong,13.919194953908745
Wollongong.34,Australia,Wollongong,14.544405741312119
Wollongong.35,Australia,Wollongong,14.971881931839237
Wollongong.36,Australia,Wollongong,15.434832927006848
Wollongong.37,Australia,Wollongong,15.667590294144988
Wollongong.38,Australia,Wollongong,16.413020223516785
Wollongong.39,Australia,Wollongong,16.65306075161718
Wollongong.40,Australia,Wollongong,15.928545592571409
