UID,Country,City,Distance
Seattle.1,USA,Seattle,52.314784821155705
Seattle.2,USA,Seattle,50.52281382652952
Seattle.3,USA,Seattle,49.17924877846303
Seattle.4,USA,Seattle,47.607503739681285
Seattle.5,USA,Seattle,45.98422897305627
Seattle.6,USA,Seattle,43.86657062740645
Seattle.7,USA,Seattle,40.93958825776025
Seattle.8,USA,Seattle,39.06655967281786
Seattle.9,USA,Seattle,38.43590911637134
Seattle.10,USA,Seattle,36.31648855189404
Seattle.11,USA,Seattle,33.5333558453234
Seattle.12,USA,Seattle,31.5870477665985
Seattle.13,USA,Seattle,29.508073373927587
Seattle.14,USA,Seattle,28.33443625313843
Seattle.15,USA,Seattle,27.63039707157193
Seattle.16,USA,Seattle,26.86821682279534
Seattle.17,USA,Seattle,25.031676004568634
Seattle.18,USA,Seattle,24.026900195178982
Seattle.19,USA,Seattle,22.719463773253942
Seattle.20,USA,Seattle,20.426341959330575
Seattle.21,USA,Seattle,18.58947982374944
Seattle.22,USA,Seattle,17.17814475791066
Seattle.23,USA,Seattle,16.25822294529372
Seattle.24,USA,Seattle,14.744057460689334
Seattle.25,USA,Seattle,13.382959842312845
Seattle.26,USA,Seattle,11.790059439809793
Seattle.27,USA,Seattle,10.578181638253604
Seattle.28,USA,Seattle,9.296011764453835
Seattle.29,USA,Seattle,8.309053525470361
Seattle.30,USA,Seattle,7.603749154775417
Seattle.31,USA,Seattle,7.088854474000667
Seattle.32,USA,Seattle,5.9934293551997175
Seattle.33,USA,Seattle,4.812568912547391
Seattle.34,USA,Seattle,4.196420268203645
Seattle.35,USA,Seattle,3.3577235250435282
Seattle.36,USA,Seattle,2.229628801969991
Seattle.37,USA,Seattle,1.238887612383175
Seattle.38,USA,Seattle,0.2486785751732095
Seattle.39,USA,Seattle,0.08927531814240793
Seattle.40,USA,Seattle,1.5732606259040312
