UID,Country,City,Distance
Toronto.1,Canada,Toronto,41.943050942961015
Toronto.2,Canada,Toronto,40.890254631001284
Toronto.3,Canada,Toronto,39.95451957808984
Toronto.4,Canada,Toronto,38.75003897255675
Toronto.5,Canada,Toronto,38.207400439564
Toronto.6,Canada,Toronto,37.38765640513542
Toronto.7,Canada,Toronto,36.605834737441086
Toronto.8,Canada,Toronto,35.72592401445923
Toronto.9,Canada,Toronto,34.52348403878437
Toronto.10,Canada,Toronto,33.97823050730738
Toronto.11,Canada,Toronto,33.01163597952052
Toronto.12,Canada,Toronto,32.10378623453819
Toronto.13,Canada,Toronto,31.17904562947036
Toronto.14,Canada,Toronto,30.274863817621032
Toronto.15,Canada,Toronto,29.381210480058243
Toronto.16,Canada,Toronto,28.439273971082002
Toronto.17,Canada,Toronto,27.510599501773545
Toronto.18,Canada,Toronto,26.752955025649776
Toronto.19,Canada,Toronto,25.673149860016288
Toronto.20,Canada,Toronto,24.780191038262295
Toronto.21,Canada,Toronto,23.650566619607122
Toronto.22,Canada,Toronto,22.201745975445053
Toronto.23,Canada,Toronto,21.013778760365525
Toronto.24,Canada,Toronto,19.948082215494328
Toronto.25,Canada,Toronto,19.076372683146445
Toronto.26,Canada,Toronto,17.877042223687617
Toronto.27,Canada,Toronto,16.929600877998624
Toronto.28,Canada,Toronto,15.955958847744249
Toronto.29,Canada,Toronto,15.02067923535674
Toronto.30,Canada,Toronto,14.034595162302084
Toronto.31,Canada,Toronto,11.41997617269015
Toronto.32,Canada,Toronto,10.541735965794864
Toronto.33,Canada,Toronto,9.353010341335096
Toronto.34,Canada,Toronto,8.405286657207142
Toronto.35,Canada,Toronto,7.391654349508015
Toronto.36,Canada,Toronto,6.338404652788415
Toronto.37,Canada,Toronto,5.274256912046208
Toronto.38,Canada,Toronto,4.040263468493346
Toronto.39,Canada,Toronto,3.344428390842252
Toronto.40,Canada,Toronto,2.617540594289724
Toronto.41,Canada,Toronto,2.129040054171099
Toronto.42,Canada,Toronto,1.9929918954364998
Toronto.43,Canada,Toronto,1.9937687634195986
