UID,Country,City,Distance
Temuco.1,Chile,Temuco,0.693706475959384
Temuco.2,Chile,Temuco,0.5548767967007909
Temuco.3,Chile,Temuco,0.6421124457867935
Temuco.4,Chile,Temuco,0.9685110931624595
Temuco.5,Chile,Temuco,0.894563726983327
Temuco.6,Chile,Temuco,1.8505812880518906
Temuco.7,Chile,Temuco,1.6409912503579076
Temuco.8,Chile,Temuco,2.0474557007903664
Temuco.9,Chile,Temuco,2.431987598468942
Temuco.10,Chile,Temuco,2.823352825244616
Temuco.11,Chile,Temuco,3.0256428962392197
Temuco.12,Chile,Temuco,3.356114026171654
Temuco.13,Chile,Temuco,3.645571681307381
Temuco.14,Chile,Temuco,1.39246111822474
Temuco.15,Chile,Temuco,1.2688435901213844
Temuco.16,Chile,Temuco,3.941033340138121
Temuco.17,Chile,Temuco,4.212389413551279
Temuco.18,Chile,Temuco,4.533372643803746
Temuco.19,Chile,Temuco,4.8639411685986085
Temuco.20,Chile,Temuco,5.264210597458104
Temuco.21,Chile,Temuco,5.264210597458104
Temuco.22,Chile,Temuco,5.264210597458104
Temuco.23,Chile,Temuco,5.264210597458104
Temuco.24,Chile,Temuco,5.264210597458104
Temuco.25,Chile,Temuco,5.560041197649586
Temuco.26,Chile,Temuco,5.821068430417715
Temuco.27,Chile,Temuco,6.1315707031918985
Temuco.28,Chile,Temuco,6.428890212289679
Temuco.29,Chile,Temuco,6.378601534175131
Temuco.30,Chile,Temuco,7.159895528605118
Temuco.31,Chile,Temuco,10.368730288263937
Temuco.32,Chile,Temuco,9.513388648609311
Temuco.33,Chile,Temuco,11.622195864555222
Temuco.34,Chile,Temuco,8.84126635302112
Temuco.35,Chile,Temuco,9.254624976445081
Temuco.36,Chile,Temuco,15.22439381594195
Temuco.37,Chile,Temuco,15.638046739861522
Temuco.38,Chile,Temuco,16.03895514819364
Temuco.39,Chile,Temuco,14.470559861863467
Temuco.40,Chile,Temuco,13.97444654196412
Temuco.41,Chile,Temuco,19.20829217384361
Temuco.42,Chile,Temuco,19.859582832607977
Temuco.43,Chile,Temuco,21.521115207449277
Temuco.44,Chile,Temuco,20.625438973845025
Temuco.45,Chile,Temuco,20.85322949135862
Temuco.46,Chile,Temuco,18.467305383663625
Temuco.47,Chile,Temuco,18.135311393502185
Temuco.48,Chile,Temuco,17.245613802236434
Temuco.49,Chile,Temuco,12.910481790580445
Temuco.50,Chile,Temuco,12.109990531887036
