UID,Country,City,Distance
Washington.1,USA,Washington,52.101803091332705
Washington.2,USA,Washington,51.049411991613304
Washington.3,USA,Washington,49.95660527249823
Washington.4,USA,Washington,48.340299121835955
Washington.5,USA,Washington,46.60096534593862
Washington.6,USA,Washington,46.454998393523404
Washington.7,USA,Washington,45.735385169864536
Washington.8,USA,Washington,44.18418559873241
Washington.9,USA,Washington,44.44183841585818
Washington.10,USA,Washington,45.34625503855633
Washington.11,USA,Washington,43.073973322479176
Washington.12,USA,Washington,41.20881365184955
Washington.13,USA,Washington,39.237950659766106
Washington.14,USA,Washington,35.23652659919798
Washington.15,USA,Washington,34.713195792834064
Washington.16,USA,Washington,32.370285791145946
Washington.17,USA,Washington,31.186067220216746
Washington.18,USA,Washington,29.398619572439006
Washington.19,USA,Washington,27.61439804830461
Washington.20,USA,Washington,25.206282794559144
Washington.21,USA,Washington,19.7899503175433
Washington.22,USA,Washington,17.55764923110397
Washington.23,USA,Washington,16.646748991448984
Washington.24,USA,Washington,15.58887428042384
Washington.25,USA,Washington,13.677798305797348
Washington.26,USA,Washington,12.241319657201148
Washington.27,USA,Washington,11.015811128366671
Washington.28,USA,Washington,9.6142748767081
Washington.29,USA,Washington,8.556293268836459
Washington.30,USA,Washington,7.1889628161371135
Washington.31,USA,Washington,6.2381409256526
Washington.32,USA,Washington,5.062496817220911
Washington.33,USA,Washington,4.458425157794801
Washington.34,USA,Washington,3.2876448853370435
Washington.35,USA,Washington,2.084169017588448
Washington.36,USA,Washington,1.0325590948105716
Washington.37,USA,Washington,0.5782367001446458
Washington.38,USA,Washington,1.0905278613866067
Washington.39,USA,Washington,1.1126159844592611
Washington.40,USA,Washington,1.5511071742985885
Washington.41,USA,Washington,2.493105431557328
Washington.42,USA,Washington,1.8227192704891682
Washington.43,USA,Washington,3.332047970434501
Washington.44,USA,Washington,4.735757333262099
