UID,Country,City,Distance
Detroit.1,USA,Detroit,69.99228383231325
Detroit.2,USA,Detroit,67.97620569720809
Detroit.3,USA,Detroit,65.79841626891455
Detroit.4,USA,Detroit,63.85483323584111
Detroit.5,USA,Detroit,61.21114184548761
Detroit.6,USA,Detroit,59.31395168688908
Detroit.7,USA,Detroit,57.462388272579524
Detroit.8,USA,Detroit,56.057093149172715
Detroit.9,USA,Detroit,55.25582686356482
Detroit.10,USA,Detroit,52.344100893405106
Detroit.11,USA,Detroit,50.135207966929684
Detroit.12,USA,Detroit,48.696940118792114
Detroit.13,USA,Detroit,46.59401651884953
Detroit.14,USA,Detroit,43.96216408183902
Detroit.15,USA,Detroit,41.677853467310335
Detroit.16,USA,Detroit,39.783900999301274
Detroit.17,USA,Detroit,37.85404848244271
Detroit.18,USA,Detroit,35.660791684428574
Detroit.19,USA,Detroit,33.44982292170008
Detroit.20,USA,Detroit,31.59582968809345
Detroit.21,USA,Detroit,29.280231695773235
Detroit.22,USA,Detroit,27.101223051082194
Detroit.23,USA,Detroit,24.847977694389947
Detroit.24,USA,Detroit,22.478687484096547
Detroit.25,USA,Detroit,20.272058009890923
Detroit.26,USA,Detroit,19.07961163988622
Detroit.27,USA,Detroit,17.862187039525818
Detroit.28,USA,Detroit,15.763043219748337
Detroit.29,USA,Detroit,13.770001831607333
Detroit.30,USA,Detroit,11.049321112349121
Detroit.31,USA,Detroit,8.341015291285444
Detroit.32,USA,Detroit,5.732509672180576
Detroit.33,USA,Detroit,4.196850470348569
Detroit.34,USA,Detroit,2.2620201993751183
Detroit.35,USA,Detroit,0.4818631224739405
Detroit.36,USA,Detroit,1.4362021467973756
Detroit.37,USA,Detroit,0.4174633110804805
Detroit.38,USA,Detroit,0.45307457099614606
Detroit.39,USA,Detroit,0.6731852527368674
Detroit.40,USA,Detroit,1.2578903568785433
