Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
Europe,Netherlands,Leiden,52.161091,4.49015,1,52.1603,4.4814,0.6033,7.2636,0.0831
Europe,Netherlands,Leiden,52.161091,4.49015,2,52.1616,4.4821,0.552,7.2636,0.076
Europe,Netherlands,Leiden,52.161091,4.49015,3,52.1642,4.4857,0.46,7.2636,0.0633
Europe,Netherlands,Leiden,52.161091,4.49015,4,52.1656,4.4922,0.5205,7.2636,0.0717
Europe,Netherlands,Leiden,52.161091,4.49015,5,52.1639,4.4963,0.523,7.2636,0.072
Europe,Netherlands,Leiden,52.161091,4.49015,6,52.1635,4.4996,0.698,7.2636,0.0961
Europe,Netherlands,Leiden,52.161091,4.49015,7,52.1661,4.5045,1.1262,7.2636,0.155
Europe,Netherlands,Leiden,52.161091,4.49015,8,52.1676,4.5067,1.3409,7.2636,0.1846
Europe,Netherlands,Leiden,52.161091,4.49015,9,52.1679,4.5087,1.4745,7.2636,0.203
Europe,Netherlands,Leiden,52.161091,4.49015,10,52.1683,4.5106,1.6088,7.2636,0.2215
Europe,Netherlands,Leiden,52.161091,4.49015,11,52.1688,4.5128,1.7667,7.2636,0.2432
Europe,Netherlands,Leiden,52.161091,4.49015,12,52.1693,4.516,1.9854,7.2636,0.2733
Europe,Netherlands,Leiden,52.161091,4.49015,13,52.1678,4.521,2.2325,7.2636,0.3074
Europe,Netherlands,Leiden,52.161091,4.49015,14,52.1663,4.5242000000000004,2.3936,7.2636,0.3295
Europe,Netherlands,Leiden,52.161091,4.49015,15,52.1667,4.5265,2.5566,7.2636,0.352
Europe,Netherlands,Leiden,52.161091,4.49015,16,52.1678,4.529,2.7528,7.2636,0.379
Europe,Netherlands,Leiden,52.161091,4.49015,17,52.1684,4.5358,3.2179,7.2636,0.443
Europe,Netherlands,Leiden,52.161091,4.49015,18,52.1714,4.5337,3.1838,7.2636,0.4383
Europe,Netherlands,Leiden,52.161091,4.49015,19,52.1717,4.5356,3.3167,7.2636,0.4566
Europe,Netherlands,Leiden,52.161091,4.49015,20,52.1733,4.5374,3.4968,7.2636,0.4814
Europe,Netherlands,Leiden,52.161091,4.49015,21,52.1754,4.54,3.7537,7.2636,0.5168
Europe,Netherlands,Leiden,52.161091,4.49015,22,52.1789,4.5385,3.8463,7.2636,0.5295
Europe,Netherlands,Leiden,52.161091,4.49015,23,52.1808,4.5383,3.9478,7.2636,0.5435
Europe,Netherlands,Leiden,52.161091,4.49015,24,52.1838,4.5376,4.1045,7.2636,0.5651
Europe,Netherlands,Leiden,52.161091,4.49015,25,52.1864,4.543,4.5726,7.2636,0.6295
Europe,Netherlands,Leiden,52.161091,4.49015,26,52.1878,4.5447,4.76,7.2636,0.6553
Europe,Netherlands,Leiden,52.161091,4.49015,27,52.1887,4.547,4.945,7.2636,0.6808
Europe,Netherlands,Leiden,52.161091,4.49015,28,52.1894,4.5531,5.3231,7.2636,0.7328
Europe,Netherlands,Leiden,52.161091,4.49015,29,52.1905,4.5586,5.6991,7.2636,0.7846
Europe,Netherlands,Leiden,52.161091,4.49015,30,52.1911,4.5627,5.9673,7.2636,0.8215
Europe,Netherlands,Leiden,52.161091,4.49015,31,52.1916,4.5680000000000005,6.2999,7.2636,0.8673
Europe,Netherlands,Leiden,52.161091,4.49015,32,52.1921,4.5736,6.6535,7.2636,0.916
Europe,Netherlands,Leiden,52.161091,4.49015,33,52.192,4.5784,6.9299,7.2636,0.9541
Europe,Netherlands,Leiden,52.161091,4.49015,34,52.193000000000005,4.5831,7.2636,7.2636,1
Europe,Netherlands,Leiden,52.161091,4.49015,35,52.1765,4.5466,4.214,7.2636,0.5802
Europe,Netherlands,Leiden,52.161091,4.49015,36,52.1775,4.5575,4.9423,7.2636,0.6804
Europe,Netherlands,Leiden,52.161091,4.49015,37,52.1797,4.5622,5.3316,7.2636,0.734
Europe,Netherlands,Leiden,52.161091,4.49015,38,52.1824,4.5681,5.82,7.2636,0.8013
