Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,Canada,St_Albert,53.642969,-113.62591,1,53.6291,-113.6314,1.5841,6.9652,0.2274
North America,Canada,St_Albert,53.642969,-113.62591,2,53.631,-113.6301,1.3593,6.9652,0.1952
North America,Canada,St_Albert,53.642969,-113.62591,3,53.6336,-113.6283,1.0536,6.9652,0.1513
North America,Canada,St_Albert,53.642969,-113.62591,4,53.6362,-113.6295,0.789,6.9652,0.1133
North America,Canada,St_Albert,53.642969,-113.62591,5,53.6363,-113.6243,0.7491,6.9652,0.1075
North America,Canada,St_Albert,53.642969,-113.62591,6,53.6373,-113.6206,0.721,6.9652,0.1035
North America,Canada,St_Albert,53.642969,-113.62591,7,53.6391,-113.6211,0.5344,6.9652,0.0767
North America,Canada,St_Albert,53.642969,-113.62591,8,53.6416,-113.6195,0.4491,6.9652,0.0645
North America,Canada,St_Albert,53.642969,-113.62591,9,53.6436,-113.6176,0.5523,6.9652,0.0793
North America,Canada,St_Albert,53.642969,-113.62591,10,53.6464,-113.6191,0.5891,6.9652,0.0846
North America,Canada,St_Albert,53.642969,-113.62591,11,53.6464,-113.6151,0.8083,6.9652,0.116
North America,Canada,St_Albert,53.642969,-113.62591,12,53.6468,-113.6124,0.9872,6.9652,0.1417
North America,Canada,St_Albert,53.642969,-113.62591,13,53.6484,-113.6105,1.1817,6.9652,0.1697
North America,Canada,St_Albert,53.642969,-113.62591,14,53.6508,-113.6092,1.404,6.9652,0.2016
North America,Canada,St_Albert,53.642969,-113.62591,15,53.6507,-113.6057,1.5854,6.9652,0.2276
North America,Canada,St_Albert,53.642969,-113.62591,16,53.6513,-113.6004,1.9197,6.9652,0.2756
North America,Canada,St_Albert,53.642969,-113.62591,17,53.6528,-113.5987,2.1003,6.9652,0.3015
North America,Canada,St_Albert,53.642969,-113.62591,18,53.6547,-113.5976,2.2766,6.9652,0.3269
North America,Canada,St_Albert,53.642969,-113.62591,19,53.6569,-113.5967,2.471,6.9652,0.3548
North America,Canada,St_Albert,53.642969,-113.62591,20,53.6574,-113.593,2.698,6.9652,0.3874
North America,Canada,St_Albert,53.642969,-113.62591,21,53.6591,-113.5914,2.8966,6.9652,0.4159
North America,Canada,St_Albert,53.642969,-113.62591,22,53.6611,-113.5898,3.119,6.9652,0.4478
North America,Canada,St_Albert,53.642969,-113.62591,23,53.6629,-113.5876,3.3594,6.9652,0.4823
North America,Canada,St_Albert,53.642969,-113.62591,24,53.665,-113.5857,3.6087,6.9652,0.5181
North America,Canada,St_Albert,53.642969,-113.62591,25,53.6666,-113.5834,3.8409,6.9652,0.5514
North America,Canada,St_Albert,53.642969,-113.62591,26,53.6691,-113.5808,4.1568,6.9652,0.5968
North America,Canada,St_Albert,53.642969,-113.62591,27,53.6715,-113.578,4.4757,6.9652,0.6426
North America,Canada,St_Albert,53.642969,-113.62591,28,53.6719,-113.5743,4.6813,6.9652,0.6721
North America,Canada,St_Albert,53.642969,-113.62591,29,53.6741,-113.5745,4.8434,6.9652,0.6954
North America,Canada,St_Albert,53.642969,-113.62591,30,53.6756,-113.5728,5.041,6.9652,0.7237
North America,Canada,St_Albert,53.642969,-113.62591,31,53.6769,-113.57,5.2732,6.9652,0.7571
North America,Canada,St_Albert,53.642969,-113.62591,32,53.6773,-113.5653,5.5247,6.9652,0.7932
North America,Canada,St_Albert,53.642969,-113.62591,33,53.6796,-113.5658,5.6813,6.9652,0.8157
North America,Canada,St_Albert,53.642969,-113.62591,34,53.6818,-113.5511,6.5528,6.9652,0.9408
North America,Canada,St_Albert,53.642969,-113.62591,35,53.6849,-113.5684,6.008,6.9652,0.8626
North America,Canada,St_Albert,53.642969,-113.62591,36,53.6861,-113.5648,6.2619,6.9652,0.899
North America,Canada,St_Albert,53.642969,-113.62591,37,53.6888,-113.5644,6.511,6.9652,0.9348
North America,Canada,St_Albert,53.642969,-113.62591,38,53.6896,-113.5615,6.7002,6.9652,0.962
North America,Canada,St_Albert,53.642969,-113.62591,39,53.6901,-113.5583,6.8779,6.9652,0.9875
North America,Canada,St_Albert,53.642969,-113.62591,40,53.6919,-113.5599,6.9652,6.9652,1
