Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,Canada,Kingston,44.23048,-76.48125,1,44.3002,-76.5015,7.9184,7.9184,1
North America,Canada,Kingston,44.23048,-76.48125,2,44.2952,-76.5019,7.382,7.9184,0.9323
North America,Canada,Kingston,44.23048,-76.48125,3,44.29,-76.5016,6.8138,7.9184,0.8605
North America,Canada,Kingston,44.23048,-76.48125,4,44.2844,-76.5025,6.2299,7.9184,0.7868
North America,Canada,Kingston,44.23048,-76.48125,5,44.2783,-76.5008,5.5406,7.9184,0.6997
North America,Canada,Kingston,44.23048,-76.48125,6,44.2667,-76.5001,4.2982,7.9184,0.5428
North America,Canada,Kingston,44.23048,-76.48125,7,44.2661,-76.4978,4.1744,7.9184,0.5272
North America,Canada,Kingston,44.23048,-76.48125,8,44.2644,-76.4998,4.0508,7.9184,0.5116
North America,Canada,Kingston,44.23048,-76.48125,9,44.2634,-76.4976,3.8853,7.9184,0.4907
North America,Canada,Kingston,44.23048,-76.48125,10,44.2594,-76.4999,3.5423,7.9184,0.4474
North America,Canada,Kingston,44.23048,-76.48125,11,44.2586,-76.4979,3.3965,7.9184,0.4289
North America,Canada,Kingston,44.23048,-76.48125,12,44.2577,-76.4982,3.3142,7.9184,0.4185
North America,Canada,Kingston,44.23048,-76.48125,13,44.2565,-76.4982,3.1928,7.9184,0.4032
North America,Canada,Kingston,44.23048,-76.48125,14,44.2552,-76.4966,3.0084,7.9184,0.3799
North America,Canada,Kingston,44.23048,-76.48125,15,44.2529,-76.4972,2.7981,7.9184,0.3534
North America,Canada,Kingston,44.23048,-76.48125,16,44.2496,-76.4968,2.4606,7.9184,0.3107
North America,Canada,Kingston,44.23048,-76.48125,17,44.2482,-76.4956,2.278,7.9184,0.2877
North America,Canada,Kingston,44.23048,-76.48125,18,44.2457,-76.4961,2.0649,7.9184,0.2608
North America,Canada,Kingston,44.23048,-76.48125,19,44.2433,-76.4945,1.7738,7.9184,0.224
North America,Canada,Kingston,44.23048,-76.48125,20,44.2419,-76.4956,1.7087,7.9184,0.2158
North America,Canada,Kingston,44.23048,-76.48125,21,44.2388,-76.4939,1.3681,7.9184,0.1728
North America,Canada,Kingston,44.23048,-76.48125,22,44.2369,-76.4942,1.2546,7.9184,0.1584
North America,Canada,Kingston,44.23048,-76.48125,23,44.2343,-76.4936,1.0717,7.9184,0.1353
North America,Canada,Kingston,44.23048,-76.48125,24,44.2314,-76.4923,0.8863,7.9184,0.1119
North America,Canada,Kingston,44.23048,-76.48125,25,44.2314,-76.4923,0.8863,7.9184,0.1119
North America,Canada,Kingston,44.23048,-76.48125,26,44.2296,-76.4934,0.973,7.9184,0.1229
North America,Canada,Kingston,44.23048,-76.48125,27,44.2276,-76.4928,0.9744,7.9184,0.1231
