Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,1,43.970728,-79.244711,0.983775514624532,5.602995060435354,0.1756
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,2,43.970523,-79.24733499999998,0.7728919248979611,5.602995060435354,0.1379
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,3,43.969796,-79.249137,0.6194081863326664,5.602995060435354,0.1105
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,4,43.970147,-79.251475,0.4395916796046171,5.602995060435354,0.0785
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,5,43.967893,-79.253541,0.30940418846407275,5.602995060435354,0.0552
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,6,43.967029,-79.257082,0.25675412011509036,5.602995060435354,0.0458
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,7,43.96756,-79.260069,0.32432876511092934,5.602995060435354,0.0579
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,8,43.965369,-79.262185,0.6135839314815004,5.602995060435354,0.1095
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,9,43.965125,-79.264472,0.7687200486347101,5.602995060435354,0.1372
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,10,43.96678,-79.268222,0.9533147376202296,5.602995060435354,0.1701
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,11,43.965535,-79.270651,1.182451331105454,5.602995060435354,0.211
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,12,43.964732,-79.274075,1.4703748644586383,5.602995060435354,0.2624
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,13,43.964522,-79.277134,1.7091977218229983,5.602995060435354,0.3051
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,14,43.964392,-79.279876,1.9229335409590316,5.602995060435354,0.3432
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,15,43.96769000000001,-79.28481500000002,2.245456826221306,5.602995060435354,0.4008
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,16,43.9627,-79.286834,2.510456616465192,5.602995060435354,0.4481
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,17,43.959645,-79.300496,3.655499758991897,5.602995060435354,0.6524
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,18,43.962721,-79.304562,3.888636080396476,5.602995060435354,0.694
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,19,43.954842,-79.305385,4.205530231158551,5.602995060435354,0.7506
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,20,43.956581,-79.305947,4.177535864218626,5.602995060435354,0.7456
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,21,43.956891,-79.311665,4.6001446883667185,5.602995060435354,0.821
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,22,43.956194000000004,-79.313603,4.771486079262262,5.602995060435354,0.8516
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,23,43.956167,-79.315651,4.92867786247159,5.602995060435354,0.8797
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,24,43.955616,-79.319245,5.221639623712272,5.602995060435354,0.9319
North America,Canada,Whitchurch-Stouffville,43.969332,-79.25685,25,43.952981,-79.323065,5.602995060435354,5.602995060435354,1
