Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,Canada,Stratford,43.369952,-80.982084,1,43.373774,-80.978792,0.5014152188870251,5.031994646068983,0.0996
North America,Canada,Stratford,43.369952,-80.982084,2,43.3725,-80.98138900000002,0.2888402522645747,5.031994646068983,0.0574
North America,Canada,Stratford,43.369952,-80.982084,3,43.37080200000001,-80.980294,0.17282255873730587,5.031994646068983,0.0343
North America,Canada,Stratford,43.369952,-80.982084,4,43.368986,-80.979816,0.21247754980109135,5.031994646068983,0.0422
North America,Canada,Stratford,43.369952,-80.982084,5,43.367365,-80.980065,0.330732483396471,5.031994646068983,0.0657
North America,Canada,Stratford,43.369952,-80.982084,6,43.364941,-80.978933,0.6126555302378462,5.031994646068983,0.1218
North America,Canada,Stratford,43.369952,-80.982084,7,43.3628,-80.9778,0.8673947077707743,5.031994646068983,0.1724
North America,Canada,Stratford,43.369952,-80.982084,8,43.361392,-80.976677,1.0473883424662471,5.031994646068983,0.2081
North America,Canada,Stratford,43.369952,-80.982084,9,43.359229,-80.975616,1.3019482532377926,5.031994646068983,0.2587
North America,Canada,Stratford,43.369952,-80.982084,10,43.356943,-80.974581,1.5685528488963951,5.031994646068983,0.3117
North America,Canada,Stratford,43.369952,-80.982084,11,43.354842,-80.973499,1.8178537210059504,5.031994646068983,0.3613
North America,Canada,Stratford,43.369952,-80.982084,12,43.353567,-80.972499,1.9798623708683247,5.031994646068983,0.3935
North America,Canada,Stratford,43.369952,-80.982084,13,43.351282,-80.97162,2.2417509020759505,5.031994646068983,0.4455
North America,Canada,Stratford,43.369952,-80.982084,14,43.34921,-80.970535,2.488225752073,5.031994646068983,0.4945
North America,Canada,Stratford,43.369952,-80.982084,15,43.34687,-80.968963,2.777178581713564,5.031994646068983,0.5519
North America,Canada,Stratford,43.369952,-80.982084,16,43.345281,-80.968082,2.9676821953284835,5.031994646068983,0.5898
North America,Canada,Stratford,43.369952,-80.982084,17,43.337624,-80.963643,3.8916640138979206,5.031994646068983,0.7734
North America,Canada,Stratford,43.369952,-80.982084,18,43.334891,-80.96255500000002,4.206234475269197,5.031994646068983,0.8359
North America,Canada,Stratford,43.369952,-80.982084,19,43.332942,-80.960942,4.456248170061513,5.031994646068983,0.8856
North America,Canada,Stratford,43.369952,-80.982084,20,43.33041400000001,-80.959773,4.752161178308039,5.031994646068983,0.9444
North America,Canada,Stratford,43.369952,-80.982084,21,43.328155,-80.958229,5.031994646068983,5.031994646068983,1
North America,Canada,Stratford,43.369952,-80.982084,22,43.33459000000001,-80.967814,4.097861772546213,5.031994646068983,0.8144
North America,Canada,Stratford,43.369952,-80.982084,23,43.334572,-80.971118,4.032755567438458,5.031994646068983,0.8014
North America,Canada,Stratford,43.369952,-80.982084,24,43.334228,-80.958035,4.42271650134406,5.031994646068983,0.8789
North America,Canada,Stratford,43.369952,-80.982084,25,43.33403,-80.953262,4.624458490896537,5.031994646068983,0.919
