Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,USA,La_Verne,34.100843,-117.767836,1,34.10045,-117.77349,0.5224,6.1077,0.0855
North America,USA,La_Verne,34.100843,-117.767836,2,34.100590000000004,-117.77283,0.4607,6.1077,0.0754
North America,USA,La_Verne,34.100843,-117.767836,3,34.10433,-117.77857,1.0617,6.1077,0.1738
North America,USA,La_Verne,34.100843,-117.767836,4,34.104079999999996,-117.77759,0.9675,6.1077,0.1584
North America,USA,La_Verne,34.100843,-117.767836,5,34.115109999999994,-117.76081,1.7132,6.1077,0.2805
North America,USA,La_Verne,34.100843,-117.767836,6,34.11513,-117.74387,2.7189,6.1077,0.4452
North America,USA,La_Verne,34.100843,-117.767836,7,34.10322,-117.76732,0.2685,6.1077,0.044
North America,USA,La_Verne,34.100843,-117.767836,8,34.10405,-117.76699,0.365,6.1077,0.0598
North America,USA,La_Verne,34.100843,-117.767836,9,34.10483,-117.76646,0.4611,6.1077,0.0755
North America,USA,La_Verne,34.100843,-117.767836,10,34.10431,-117.76384,0.5329,6.1077,0.0873
North America,USA,La_Verne,34.100843,-117.767836,11,34.1055,-117.76351,0.6533,6.1077,0.107
North America,USA,La_Verne,34.100843,-117.767836,12,34.10702,-117.76269,0.8344,6.1077,0.1366
North America,USA,La_Verne,34.100843,-117.767836,13,34.106970000000004,-117.76202,0.8665,6.1077,0.1419
North America,USA,La_Verne,34.100843,-117.767836,14,34.107170000000004,-117.76089,0.9508,6.1077,0.1557
North America,USA,La_Verne,34.100843,-117.767836,15,34.108270000000005,-117.75949,1.1281,6.1077,0.1847
North America,USA,La_Verne,34.100843,-117.767836,16,34.10844,-117.75917,1.162,6.1077,0.1903
North America,USA,La_Verne,34.100843,-117.767836,17,34.12342,-117.7392,3.6404,6.1077,0.596
North America,USA,La_Verne,34.100843,-117.767836,18,34.117509999999996,-117.73818,3.2999,6.1077,0.5403
North America,USA,La_Verne,34.100843,-117.767836,19,34.11698,-117.73811,3.2726,6.1077,0.5358
North America,USA,La_Verne,34.100843,-117.767836,20,34.11616,-117.7389,3.162,6.1077,0.5177
North America,USA,La_Verne,34.100843,-117.767836,21,34.11596,-117.74016,3.0526,6.1077,0.4998
North America,USA,La_Verne,34.100843,-117.767836,22,34.117020000000004,-117.73987,3.1408,6.1077,0.5142
North America,USA,La_Verne,34.100843,-117.767836,23,34.12441,-117.7336,4.0989,6.1077,0.6711
North America,USA,La_Verne,34.100843,-117.767836,24,34.12481,-117.73556,3.9914,6.1077,0.6535
North America,USA,La_Verne,34.100843,-117.767836,25,34.12793,-117.72548,4.9271,6.1077,0.8067
North America,USA,La_Verne,34.100843,-117.767836,26,34.127720000000004,-117.72524,4.9304,6.1077,0.8072
North America,USA,La_Verne,34.100843,-117.767836,27,34.12747,-117.725,4.9313,6.1077,0.8074
North America,USA,La_Verne,34.100843,-117.767836,28,34.126999999999995,-117.72473,4.9201,6.1077,0.8056
North America,USA,La_Verne,34.100843,-117.767836,29,34.1266,-117.72457,4.9059,6.1077,0.8032
North America,USA,La_Verne,34.100843,-117.767836,30,34.128409999999995,-117.72464,5.0209,6.1077,0.8221
North America,USA,La_Verne,34.100843,-117.767836,31,34.12827,-117.71972,5.3779,6.1077,0.8805
North America,USA,La_Verne,34.100843,-117.767836,32,34.128209999999996,-117.71922000000001,5.4121,6.1077,0.8861
North America,USA,La_Verne,34.100843,-117.767836,33,34.12814,-117.71868,5.449,6.1077,0.8922
North America,USA,La_Verne,34.100843,-117.767836,34,34.12798,-117.71823,5.4736,6.1077,0.8962
North America,USA,La_Verne,34.100843,-117.767836,35,34.12839,-117.71693,5.5987,6.1077,0.9167
North America,USA,La_Verne,34.100843,-117.767836,36,34.12858,-117.71684,5.6172,6.1077,0.9197
North America,USA,La_Verne,34.100843,-117.767836,37,34.1321,-117.71328,6.1077,6.1077,1
North America,USA,La_Verne,34.100843,-117.767836,38,34.13142,-117.71277,6.1039,6.1077,0.9994
North America,USA,La_Verne,34.100843,-117.767836,39,34.13094,-117.71336,6.0291,6.1077,0.9871
North America,USA,La_Verne,34.100843,-117.767836,40,34.13152,-117.71362,6.0454,6.1077,0.9898
