Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,USA,Fort_Collins,40.587751,-105.076,1,40.567688,-105.075533,2.2313,4.9853,0.4476
North America,USA,Fort_Collins,40.587751,-105.076,2,40.574267999999996,-105.072878,1.5222,4.9853,0.3053
North America,USA,Fort_Collins,40.587751,-105.076,3,40.578567,-105.071955,1.0768,4.9853,0.216
North America,USA,Fort_Collins,40.587751,-105.076,4,40.582962,-105.075604,0.5336,4.9853,0.107
North America,USA,Fort_Collins,40.587751,-105.076,5,40.584715,-105.074283,0.3674,4.9853,0.0737
North America,USA,Fort_Collins,40.587751,-105.076,6,40.587134000000006,-105.075438,0.0834,4.9853,0.0167
North America,USA,Fort_Collins,40.587751,-105.076,7,40.585508,-105.080186,0.4326,4.9853,0.0868
North America,USA,Fort_Collins,40.587751,-105.076,8,40.575757,-105.075589,1.3341,4.9853,0.2676
North America,USA,Fort_Collins,40.587751,-105.076,9,40.572885,-105.082779,1.7494,4.9853,0.3509
North America,USA,Fort_Collins,40.587751,-105.076,10,40.589377,-105.082058,0.5426,4.9853,0.1088
North America,USA,Fort_Collins,40.587751,-105.076,11,40.590859,-105.07837,0.3994,4.9853,0.0801
North America,USA,Fort_Collins,40.587751,-105.076,12,40.593928000000005,-105.076286,0.6873,4.9853,0.1379
North America,USA,Fort_Collins,40.587751,-105.076,13,40.59733,-105.076347,1.0655,4.9853,0.2137
North America,USA,Fort_Collins,40.587751,-105.076,14,40.597467,-105.070345,1.1812,4.9853,0.2369
North America,USA,Fort_Collins,40.587751,-105.076,15,40.591483,-105.072688,0.5004,4.9853,0.1004
North America,USA,Fort_Collins,40.587751,-105.076,16,40.593138,-105.07019,0.7743,4.9853,0.1553
North America,USA,Fort_Collins,40.587751,-105.076,17,40.600178,-105.067217,1.5682,4.9853,0.3146
North America,USA,Fort_Collins,40.587751,-105.076,18,40.604292,-105.068464,1.9462,4.9853,0.3904
North America,USA,Fort_Collins,40.587751,-105.076,19,40.607271999999995,-105.063445,2.4156,4.9853,0.4845
North America,USA,Fort_Collins,40.587751,-105.076,20,40.609276,-105.058682,2.8047,4.9853,0.5626
North America,USA,Fort_Collins,40.587751,-105.076,21,40.609903,-105.062888,2.7005,4.9853,0.5417
North America,USA,Fort_Collins,40.587751,-105.076,22,40.616929,-105.062888,3.4281,4.9853,0.6876
North America,USA,Fort_Collins,40.587751,-105.076,24,40.632528,-105.073022,4.9853,4.9853,1
