Continent,Country,City,City_Latitude,City_Longitude,Population,Population_Latitude,Population_Longitude,Distance,Maximum_Distance,Standardized_Distance
North America,Canada,Elmira,43.599976,-80.55778,1,43.590967,-80.560829,1.0314075945938792,2.721341049277975,0.379
North America,Canada,Elmira,43.599976,-80.55778,2,43.592688,-80.561287,0.8581889999941645,2.721341049277975,0.3154
North America,Canada,Elmira,43.599976,-80.55778,3,43.594339,-80.56046500000002,0.6630502587405767,2.721341049277975,0.2436
North America,Canada,Elmira,43.599976,-80.55778,4,43.595419,-80.559689,0.5295207823193159,2.721341049277975,0.1946
North America,Canada,Elmira,43.599976,-80.55778,5,43.596204,-80.55913100000002,0.4333068920110704,2.721341049277975,0.1592
North America,Canada,Elmira,43.599976,-80.55778,6,43.597633,-80.558542,0.26765811294863684,2.721341049277975,0.0984
North America,Canada,Elmira,43.599976,-80.55778,7,43.59857,-80.557334,0.1604121236186292,2.721341049277975,0.0589
North America,Canada,Elmira,43.599976,-80.55778,8,43.60062,-80.556738,0.11030917941824891,2.721341049277975,0.0405
North America,Canada,Elmira,43.599976,-80.55778,9,43.60299000000001,-80.55899699999998,0.34917469104391946,2.721341049277975,0.1283
North America,Canada,Elmira,43.599976,-80.55778,10,43.603498,-80.556474,0.4055020006806969,2.721341049277975,0.149
North America,Canada,Elmira,43.599976,-80.55778,11,43.604406,-80.555094,0.5379828214640733,2.721341049277975,0.1977
North America,Canada,Elmira,43.599976,-80.55778,12,43.606182,-80.553022,0.7892916915553031,2.721341049277975,0.29
North America,Canada,Elmira,43.599976,-80.55778,13,43.607477,-80.552398,0.9399330931370424,2.721341049277975,0.3454
North America,Canada,Elmira,43.599976,-80.55778,14,43.610534,-80.55416899999999,1.2094630504183388,2.721341049277975,0.4444
North America,Canada,Elmira,43.599976,-80.55778,15,43.612335,-80.553584,1.4151765439055015,2.721341049277975,0.52
North America,Canada,Elmira,43.599976,-80.55778,16,43.61368,-80.5542,1.5508377165792506,2.721341049277975,0.5699
North America,Canada,Elmira,43.599976,-80.55778,17,43.6159,-80.553527,1.803474333243104,2.721341049277975,0.6627
North America,Canada,Elmira,43.599976,-80.55778,18,43.617775,-80.552628,2.0221590251349633,2.721341049277975,0.7431
North America,Canada,Elmira,43.599976,-80.55778,19,43.621647,-80.551941,2.455131391349622,2.721341049277975,0.9022
North America,Canada,Elmira,43.599976,-80.55778,20,43.624047,-80.551674,2.721341049277975,2.721341049277975,1
